barangay,household_id,member_id,worked_last_week,job_last_week,work_prov,work_city,primary_occupation,industry,nature_of_employment,class_of_worker,basis_of_payment,other_job,worked_hours,want_more_hours,farmer,fisher,looking_for_work,reason_not_looking,availability_for_work,willing_to_work
Poblacion,POB-0094,POB-0094-3,1,2,411,242,450043,61751,3,4,6,1,52,1,2,1,2,08,,2
Poblacion,POB-0094,POB-0094-4,1,2,483,559,123727,31300,1,2,3,2,22,1,1,2,2,10,,1
Poblacion,POB-0095,POB-0095-1,2,,,,,,,,,,,,1,2,1,,2,1
Poblacion,POB-0095,POB-0095-2,2,,,,,,,,,,,,2,2,1,,1,2
Poblacion,POB-0095,POB-0095-3,1,3,880,882,931101,84210,3,1,5,1,22,2,1,2,2,99,,1
Poblacion,POB-0095,POB-0095-4,2,,,,,,,,,,,,1,2,1,,1,1
Poblacion,POB-0095,POB-0095-5,1,3,358,411,606923,32496,2,4,0,1,59,2,1,2,2,08,,2
Poblacion,POB-0096,POB-0096-1,,,,,,,,,,,,,,,,,,
Poblacion,POB-0097,POB-0097-1,2,,,,,,,,,,,,2,2,1,,2,2
Poblacion,POB-0097,POB-0097-2,1,2,696,490,547287,22756,2,2,5,1,36,1,2,2,2,03,,2
Poblacion,POB-0097,POB-0097-3,2,,,,,,,,,,,,2,2,2,05,,2
Poblacion,POB-0097,POB-0097-4,2,,,,,,,,,,,,2,2,1,,1,2
Poblacion,POB-0098,POB-0098-1,2,,,,,,,,,,,,2,2,2,02,,1
Poblacion,POB-0098,POB-0098-2,2,,,,,,,,,,,,2,2,1,,2,2
Poblacion,POB-0098,POB-0098-3,2,,,,,,,,,,,,2,1,1,,2,1
Poblacion,POB-0098,POB-0098-4,1,3,572,192,682801,22122,2,3,3,1,36,1,2,2,2,99,,1
Poblacion,POB-0098,POB-0098-5,1,2,997,348,369289,93015,1,6,2,1,55,2,1,2,2,10,,2
Poblacion,POB-0099,POB-0099-1,2,,,,,,,,,,,,1,2,1,,2,2
Poblacion,POB-0099,POB-0099-2,1,1,397,128,535993,13892,2,5,5,1,43,1,1,2,2,10,,1
Poblacion,POB-0099,POB-0099-3,1,2,548,312,542320,90109,2,5,6,1,43,2,2,2,2,03,,2
Poblacion,POB-0099,POB-0099-4,,,,,,,,,,,,,,,,,,
Poblacion,POB-0100,POB-0100-1,2,,,,,,,,,,,,1,2,1,,1,2
Poblacion,POB-0100,POB-0100-2,,,,,,,,,,,,,,,,,,
Poblacion,POB-0100,POB-0100-3,2,,,,,,,,,,,,2,2,2,99,,1
Poblacion,POB-0100,POB-0100-4,,,,,,,,,,,,,,,,,,
Poblacion,POB-0100,POB-0100-5,2,,,,,,,,,,,,1,2,1,,2,2
Poblacion,POB-0101,POB-0101-1,1,2,270,248,754913,48666,1,6,2,2,58,2,2,2,2,08,,1
Poblacion,POB-0101,POB-0101-2,1,3,857,517,147025,64888,1,6,4,1,23,1,2,2,2,06,,1
Poblacion,POB-0101,POB-0101-3,1,3,925,794,546866,97198,2,6,2,1,30,1,2,2,2,02,,2
Poblacion,POB-0101,POB-0101-4,2,,,,,,,,,,,,2,2,1,,2,2
Poblacion,POB-0101,POB-0101-5,1,2,544,197,890031,34090,3,1,0,1,60,2,2,2,2,09,,1
Poblacion,POB-0102,POB-0102-1,2,,,,,,,,,,,,2,1,1,,1,2
Poblacion,POB-0103,POB-0103-1,1,1,610,621,545829,58537,1,1,1,1,42,2,2,2,2,06,,1
Poblacion,POB-0103,POB-0103-2,1,3,733,532,353065,22696,1,2,4,1,54,2,2,2,2,99,,2
Poblacion,POB-0103,POB-0103-3,,,,,,,,,,,,,,,,,,
Poblacion,POB-0103,POB-0103-4,1,2,994,659,679923,64880,2,6,3,2,60,2,1,2,2,05,,2
Poblacion,POB-0103,POB-0103-5,2,,,,,,,,,,,,2,2,2,09,,2
Poblacion,POB-0103,POB-0103-6,2,,,,,,,,,,,,1,2,1,,2,1
Poblacion,POB-0104,POB-0104-1,2,,,,,,,,,,,,2,2,2,08,,2
Poblacion,POB-0104,POB-0104-2,2,,,,,,,,,,,,2,2,2,02,,2
Poblacion,POB-0105,POB-0105-1,2,,,,,,,,,,,,1,2,1,,1,1
Poblacion,POB-0105,POB-0105-2,2,,,,,,,,,,,,2,2,2,07,,2
Poblacion,POB-0105,POB-0105-3,2,,,,,,,,,,,,2,2,2,02,,1
Poblacion,POB-0105,POB-0105-4,2,,,,,,,,,,,,1,2,1,,2,2
Poblacion,POB-0106,POB-0106-1,2,,,,,,,,,,,,2,2,2,10,,1
Poblacion,POB-0106,POB-0106-2,,,,,,,,,,,,,,,,,,
Poblacion,POB-0106,POB-0106-3,2,,,,,,,,,,,,1,2,1,,2,1
Poblacion,POB-0106,POB-0106-4,1,3,781,138,367499,54606,2,5,6,1,59,2,2,1,2,06,,2
Poblacion,POB-0107,POB-0107-1,1,2,288,865,465282,51584,1,5,6,2,24,1,2,1,2,02,,1
Poblacion,POB-0107,POB-0107-2,2,,,,,,,,,,,,1,2,1,,1,1
Poblacion,POB-0108,POB-0108-1,1,3,108,156,962156,90867,2,2,3,2,48,2,2,1,2,03,,2
Poblacion,POB-0108,POB-0108-2,1,1,638,164,158082,27158,1,4,5,1,36,1,1,2,2,05,,1
Poblacion,POB-0108,POB-0108-3,2,,,,,,,,,,,,2,2,1,,1,2
Poblacion,POB-0108,POB-0108-4,1,1,400,174,795338,84991,2,4,5,2,52,2,1,2,2,07,,1
Poblacion,POB-0109,POB-0109-1,2,,,,,,,,,,,,2,2,2,03,,1
Poblacion,POB-0110,POB-0110-1,1,1,388,615,267241,30406,1,3,6,1,52,2,1,2,2,08,,2
Poblacion,POB-0110,POB-0110-2,1,1,746,439,471324,67242,2,6,7,2,39,2,2,2,2,08,,2
Poblacion,POB-0110,POB-0110-3,1,3,585,348,120402,55498,2,1,0,2,46,1,1,2,2,06,,2
Poblacion,POB-0111,POB-0111-1,1,2,157,292,924489,97639,3,4,5,2,21,1,1,2,2,02,,2
Poblacion,POB-0112,POB-0112-1,2,,,,,,,,,,,,2,2,2,01,,2
Poblacion,POB-0113,POB-0113-1,,,,,,,,,,,,,,,,,,
Poblacion,POB-0113,POB-0113-2,,,,,,,,,,,,,,,,,,
Poblacion,POB-0114,POB-0114-1,2,,,,,,,,,,,,1,2,1,,1,2
Poblacion,POB-0114,POB-0114-2,2,,,,,,,,,,,,2,2,2,10,,2
Poblacion,POB-0114,POB-0114-3,1,2,135,109,842028,96693,2,6,3,2,23,1,2,2,2,05,,1
Poblacion,POB-0115,POB-0115-1,,,,,,,,,,,,,,,,,,
Poblacion,POB-0115,POB-0115-2,2,,,,,,,,,,,,2,2,1,,1,1
Poblacion,POB-0115,POB-0115-3,1,3,440,474,779022,17163,3,6,3,1,22,2,2,2,2,02,,2
Poblacion,POB-0115,POB-0115-4,1,2,545,765,715439,15754,1,2,0,1,40,2,2,1,2,99,,1
Poblacion,POB-0115,POB-0115-5,2,,,,,,,,,,,,2,2,1,,1,2
Poblacion,POB-0116,POB-0116-1,2,,,,,,,,,,,,1,2,1,,2,2
Poblacion,POB-0116,POB-0116-2,1,1,905,747,765298,75319,1,4,7,2,32,2,2,2,2,10,,1
Poblacion,POB-0116,POB-0116-3,1,3,876,866,134023,67168,3,6,4,1,27,2,2,2,2,01,,2
Poblacion,POB-0117,POB-0117-1,1,2,549,691,218348,88965,3,2,0,2,32,1,2,1,2,08,,1
Poblacion,POB-0118,POB-0118-1,1,2,542,649,657068,49132,3,5,5,2,21,2,2,2,2,09,,2
Poblacion,POB-0118,POB-0118-2,2,,,,,,,,,,,,2,2,2,10,,2
Poblacion,POB-0118,POB-0118-3,2,,,,,,,,,,,,2,2,1,,1,1
Poblacion,POB-0119,POB-0119-1,1,3,194,953,962958,85666,2,4,6,1,53,1,2,2,2,09,,2
Poblacion,POB-0119,POB-0119-2,1,1,302,473,391503,84514,2,3,6,1,48,1,2,2,2,09,,1
Poblacion,POB-0120,POB-0120-1,2,,,,,,,,,,,,2,2,2,07,,2
Poblacion,POB-0120,POB-0120-2,2,,,,,,,,,,,,2,2,1,,2,1
Poblacion,POB-0121,POB-0121-1,2,,,,,,,,,,,,2,1,1,,1,2
Poblacion,POB-0121,POB-0121-2,2,,,,,,,,,,,,2,1,1,,2,2
Poblacion,POB-0122,POB-0122-1,2,,,,,,,,,,,,2,2,1,,1,1
Poblacion,POB-0122,POB-0122-2,1,2,345,735,750414,53424,3,1,2,1,22,1,1,2,2,03,,1
Poblacion,POB-0122,POB-0122-3,1,1,193,211,272455,87338,3,2,6,2,28,2,2,1,2,08,,1
Poblacion,POB-0122,POB-0122-4,1,1,632,372,154643,15079,1,0,4,1,26,2,2,2,2,08,,1
Poblacion,POB-0122,POB-0122-5,2,,,,,,,,,,,,2,2,2,99,,2
Poblacion,POB-0122,POB-0122-6,2,,,,,,,,,,,,1,2,1,,2,2
Poblacion,POB-0123,POB-0123-1,,,,,,,,,,,,,,,,,,
Poblacion,POB-0123,POB-0123-2,1,1,526,702,774833,55767,2,3,7,2,54,1,2,1,2,10,,2
Poblacion,POB-0124,POB-0124-1,1,2,322,753,252405,41267,2,5,5,2,21,1,2,1,2,06,,2
Poblacion,POB-0124,POB-0124-2,2,,,,,,,,,,,,2,2,1,,1,2
Poblacion,POB-0124,POB-0124-3,1,1,833,896,749259,53996,1,6,7,2,40,2,2,1,2,01,,2
Poblacion,POB-0124,POB-0124-4,1,1,749,529,710059,42607,3,4,6,2,36,2,2,2,2,08,,2
Pundaguitan,PUN-0001,PUN-0001-1,2,,,,,,,,,,,,1,2,1,,2,1
Pundaguitan,PUN-0001,PUN-0001-2,1,2,149,694,887833,45206,3,6,6,1,26,2,1,2,2,01,,1
Pundaguitan,PUN-0001,PUN-0001-3,1,3,878,971,428760,22782,2,0,1,1,41,1,1,2,2,01,,1
Pundaguitan,PUN-0001,PUN-0001-4,2,,,,,,,,,,,,2,2,1,,1,1
Pundaguitan,PUN-0001,PUN-0001-5,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0002,PUN-0002-1,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0002,PUN-0002-2,2,,,,,,,,,,,,2,2,2,07,,1
Pundaguitan,PUN-0002,PUN-0002-3,2,,,,,,,,,,,,1,2,1,,1,2
Pundaguitan,PUN-0002,PUN-0002-4,1,3,909,205,306259,73017,1,5,7,2,31,1,1,2,2,99,,1
Pundaguitan,PUN-0003,PUN-0003-1,1,3,271,392,561955,54729,2,1,6,1,24,1,2,2,2,09,,2
Pundaguitan,PUN-0003,PUN-0003-2,2,,,,,,,,,,,,2,2,2,09,,1
Pundaguitan,PUN-0004,PUN-0004-1,2,,,,,,,,,,,,1,2,1,,2,1
Pundaguitan,PUN-0004,PUN-0004-2,1,2,167,109,164386,62029,1,6,2,1,58,1,1,2,2,04,,2
Pundaguitan,PUN-0004,PUN-0004-3,1,1,627,875,365773,63599,1,2,4,2,57,2,1,2,2,99,,1
Pundaguitan,PUN-0004,PUN-0004-4,2,,,,,,,,,,,,2,2,2,09,,2
Pundaguitan,PUN-0004,PUN-0004-5,2,,,,,,,,,,,,2,2,2,06,,1
Pundaguitan,PUN-0004,PUN-0004-6,2,,,,,,,,,,,,2,2,2,06,,1
Pundaguitan,PUN-0005,PUN-0005-1,2,,,,,,,,,,,,2,2,2,07,,1
Pundaguitan,PUN-0006,PUN-0006-1,1,1,860,618,933191,45769,3,0,7,1,53,1,2,2,2,08,,2
Pundaguitan,PUN-0007,PUN-0007-1,2,,,,,,,,,,,,1,2,1,,1,1
Pundaguitan,PUN-0007,PUN-0007-2,1,2,139,237,781871,61965,1,0,0,2,48,2,1,2,2,02,,2
Pundaguitan,PUN-0007,PUN-0007-3,1,2,617,611,783264,90308,3,1,6,1,41,2,2,2,2,04,,1
Pundaguitan,PUN-0008,PUN-0008-1,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0009,PUN-0009-1,2,,,,,,,,,,,,2,2,2,07,,2
Pundaguitan,PUN-0009,PUN-0009-2,2,,,,,,,,,,,,2,2,2,02,,1
Pundaguitan,PUN-0009,PUN-0009-3,1,3,819,526,893592,26369,1,4,3,2,49,2,2,2,2,02,,2
Pundaguitan,PUN-0009,PUN-0009-4,2,,,,,,,,,,,,2,2,1,,2,1
Pundaguitan,PUN-0009,PUN-0009-5,2,,,,,,,,,,,,1,2,1,,2,2
Pundaguitan,PUN-0009,PUN-0009-6,1,1,306,194,827522,73716,3,5,0,2,30,2,2,2,2,06,,1
Pundaguitan,PUN-0010,PUN-0010-1,2,,,,,,,,,,,,2,2,1,,1,1
Pundaguitan,PUN-0010,PUN-0010-2,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0010,PUN-0010-3,1,1,386,736,494299,71276,1,5,2,2,44,1,2,2,2,03,,1
Pundaguitan,PUN-0010,PUN-0010-4,2,,,,,,,,,,,,2,2,2,09,,2
Pundaguitan,PUN-0010,PUN-0010-5,1,1,572,708,165401,88426,1,6,1,1,55,1,2,2,2,10,,1
Pundaguitan,PUN-0011,PUN-0011-1,1,1,910,985,455451,89853,1,6,0,2,52,2,1,2,2,03,,1
Pundaguitan,PUN-0012,PUN-0012-1,1,1,399,979,900837,72107,1,2,2,1,48,1,2,2,2,10,,2
Pundaguitan,PUN-0013,PUN-0013-1,1,3,841,778,964742,39789,2,4,7,1,48,1,1,2,2,06,,2
Pundaguitan,PUN-0013,PUN-0013-2,1,3,920,593,374532,66115,2,1,5,1,60,2,2,2,2,01,,2
Pundaguitan,PUN-0014,PUN-0014-1,2,,,,,,,,,,,,2,1,1,,2,1
Pundaguitan,PUN-0014,PUN-0014-2,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0014,PUN-0014-3,1,1,129,949,769605,89840,2,0,3,2,57,2,2,1,2,01,,1
Pundaguitan,PUN-0014,PUN-0014-4,2,,,,,,,,,,,,1,2,1,,1,1
Pundaguitan,PUN-0014,PUN-0014-5,1,1,306,866,479754,69146,1,3,0,1,40,2,1,2,2,99,,1
Pundaguitan,PUN-0015,PUN-0015-1,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0015,PUN-0015-2,2,,,,,,,,,,,,1,2,1,,2,1
Pundaguitan,PUN-0015,PUN-0015-3,2,,,,,,,,,,,,2,2,2,01,,1
Pundaguitan,PUN-0015,PUN-0015-4,2,,,,,,,,,,,,2,2,2,03,,2
Pundaguitan,PUN-0015,PUN-0015-5,1,2,452,501,123142,55438,2,1,5,1,32,2,2,1,2,01,,2
Pundaguitan,PUN-0016,PUN-0016-1,2,,,,,,,,,,,,2,2,1,,1,2
Pundaguitan,PUN-0016,PUN-0016-2,2,,,,,,,,,,,,1,2,1,,2,1
Pundaguitan,PUN-0017,PUN-0017-1,1,2,763,824,973442,59470,1,1,4,2,53,2,2,1,2,04,,1
Pundaguitan,PUN-0017,PUN-0017-2,2,,,,,,,,,,,,1,2,1,,1,2
Pundaguitan,PUN-0017,PUN-0017-3,1,2,808,851,953940,61506,1,3,2,1,55,1,2,1,2,06,,1
Pundaguitan,PUN-0017,PUN-0017-4,2,,,,,,,,,,,,2,2,2,08,,1
Pundaguitan,PUN-0018,PUN-0018-1,1,1,743,667,579024,84103,1,5,5,1,41,1,2,2,2,01,,2
Pundaguitan,PUN-0019,PUN-0019-1,1,1,358,144,291501,91754,3,0,4,1,52,2,1,2,2,03,,1
Pundaguitan,PUN-0019,PUN-0019-2,2,,,,,,,,,,,,2,2,1,,1,2
Pundaguitan,PUN-0020,PUN-0020-1,1,1,374,411,251965,36096,1,6,5,1,56,2,1,2,2,03,,1
Pundaguitan,PUN-0020,PUN-0020-2,2,,,,,,,,,,,,2,2,2,09,,1
Pundaguitan,PUN-0020,PUN-0020-3,1,2,613,981,172460,20003,3,4,3,2,54,2,1,2,2,99,,1
Pundaguitan,PUN-0020,PUN-0020-4,2,,,,,,,,,,,,2,2,2,99,,1
Pundaguitan,PUN-0020,PUN-0020-5,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0020,PUN-0020-6,1,2,542,259,102708,78266,2,1,0,2,42,1,2,2,2,08,,2
Pundaguitan,PUN-0021,PUN-0021-1,1,1,863,765,664823,34791,1,5,7,2,45,2,1,2,2,03,,1
Pundaguitan,PUN-0021,PUN-0021-2,1,2,440,194,238348,65868,1,1,3,1,46,2,2,2,2,02,,2
Pundaguitan,PUN-0021,PUN-0021-3,1,1,771,315,926408,85116,1,2,7,2,60,1,2,2,2,99,,1
Pundaguitan,PUN-0021,PUN-0021-4,2,,,,,,,,,,,,2,2,2,03,,2
Pundaguitan,PUN-0022,PUN-0022-1,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0022,PUN-0022-2,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0022,PUN-0022-3,2,,,,,,,,,,,,2,2,2,08,,1
Pundaguitan,PUN-0022,PUN-0022-4,1,1,248,850,669353,14631,3,6,3,2,42,2,2,2,2,03,,2
Pundaguitan,PUN-0023,PUN-0023-1,2,,,,,,,,,,,,2,2,2,06,,1
Pundaguitan,PUN-0023,PUN-0023-2,2,,,,,,,,,,,,1,2,1,,2,1
Pundaguitan,PUN-0023,PUN-0023-3,1,3,703,911,539652,78658,1,3,2,2,37,1,1,2,2,99,,2
Pundaguitan,PUN-0023,PUN-0023-4,1,1,927,514,202807,10650,2,2,5,2,47,2,2,2,2,10,,1
Pundaguitan,PUN-0024,PUN-0024-1,1,2,730,181,114296,64095,3,4,5,1,56,1,2,1,2,09,,2
Pundaguitan,PUN-0025,PUN-0025-1,2,,,,,,,,,,,,2,2,2,02,,2
Pundaguitan,PUN-0025,PUN-0025-2,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0025,PUN-0025-3,2,,,,,,,,,,,,2,2,1,,2,1
Pundaguitan,PUN-0025,PUN-0025-4,1,1,861,990,285238,63289,3,3,3,1,23,1,2,2,2,02,,2
Pundaguitan,PUN-0025,PUN-0025-5,1,1,173,851,434285,78339,1,0,1,2,50,1,1,2,2,08,,2
Pundaguitan,PUN-0026,PUN-0026-1,1,2,555,558,734133,97389,3,3,2,1,52,2,2,2,2,01,,1
Pundaguitan,PUN-0026,PUN-0026-2,1,3,963,416,877408,98446,1,6,7,1,29,1,2,1,2,03,,2
Pundaguitan,PUN-0026,PUN-0026-3,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0027,PUN-0027-1,2,,,,,,,,,,,,2,2,2,05,,1
Pundaguitan,PUN-0027,PUN-0027-2,2,,,,,,,,,,,,2,2,1,,2,2
Pundaguitan,PUN-0027,PUN-0027-3,1,1,835,136,763569,10397,3,6,4,1,38,1,2,2,2,03,,1
Pundaguitan,PUN-0027,PUN-0027-4,2,,,,,,,,,,,,2,2,1,,2,1
Pundaguitan,PUN-0027,PUN-0027-5,2,,,,,,,,,,,,2,1,1,,2,1
Pundaguitan,PUN-0027,PUN-0027-6,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0028,PUN-0028-1,2,,,,,,,,,,,,2,2,2,05,,1
Pundaguitan,PUN-0028,PUN-0028-2,2,,,,,,,,,,,,1,2,1,,1,2
Pundaguitan,PUN-0028,PUN-0028-3,2,,,,,,,,,,,,2,2,1,,1,2
Pundaguitan,PUN-0028,PUN-0028-4,2,,,,,,,,,,,,1,2,1,,1,1
Pundaguitan,PUN-0028,PUN-0028-5,2,,,,,,,,,,,,2,2,2,02,,1
Pundaguitan,PUN-0029,PUN-0029-1,2,,,,,,,,,,,,1,2,1,,1,2
Pundaguitan,PUN-0029,PUN-0029-2,1,2,819,208,111262,21653,3,4,6,2,35,1,2,2,2,99,,1
Pundaguitan,PUN-0030,PUN-0030-1,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0030,PUN-0030-2,1,1,734,813,163636,19266,2,4,6,2,21,1,2,2,2,08,,1
Pundaguitan,PUN-0031,PUN-0031-1,2,,,,,,,,,,,,2,1,1,,2,2
Pundaguitan,PUN-0031,PUN-0031-2,2,,,,,,,,,,,,2,2,1,,1,2
Pundaguitan,PUN-0031,PUN-0031-3,2,,,,,,,,,,,,2,2,2,10,,1
Pundaguitan,PUN-0031,PUN-0031-4,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0032,PUN-0032-1,1,3,899,712,206564,21461,1,0,1,2,59,2,2,1,2,10,,1
Pundaguitan,PUN-0032,PUN-0032-2,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0032,PUN-0032-3,2,,,,,,,,,,,,2,2,2,07,,2
Pundaguitan,PUN-0032,PUN-0032-4,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0032,PUN-0032-5,2,,,,,,,,,,,,2,2,2,02,,1
Pundaguitan,PUN-0032,PUN-0032-6,2,,,,,,,,,,,,2,2,1,,1,2
Pundaguitan,PUN-0033,PUN-0033-1,1,2,415,360,297615,36542,3,5,1,2,59,2,2,2,2,10,,1
Pundaguitan,PUN-0033,PUN-0033-2,2,,,,,,,,,,,,2,1,1,,2,1
Pundaguitan,PUN-0033,PUN-0033-3,1,2,605,388,386692,45771,1,6,0,2,27,2,2,1,2,99,,1
Pundaguitan,PUN-0033,PUN-0033-4,2,,,,,,,,,,,,2,2,2,10,,2
Pundaguitan,PUN-0034,PUN-0034-1,1,1,407,400,837249,84762,1,1,5,1,31,2,1,2,2,08,,2
Pundaguitan,PUN-0034,PUN-0034-2,2,,,,,,,,,,,,2,2,1,,2,1
Pundaguitan,PUN-0034,PUN-0034-3,1,3,283,586,194210,46888,1,6,3,1,53,1,2,1,2,09,,1
Pundaguitan,PUN-0034,PUN-0034-4,2,,,,,,,,,,,,1,2,1,,2,1
Pundaguitan,PUN-0035,PUN-0035-1,1,3,808,226,830900,64553,2,4,5,2,54,1,1,2,2,03,,1
Pundaguitan,PUN-0035,PUN-0035-2,1,2,457,523,837670,46051,2,5,1,2,27,1,2,1,2,01,,1
Pundaguitan,PUN-0035,PUN-0035-3,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0035,PUN-0035-4,1,2,949,886,624513,87700,3,3,7,1,57,1,1,2,2,08,,1
Pundaguitan,PUN-0036,PUN-0036-1,2,,,,,,,,,,,,2,2,1,,1,2
Pundaguitan,PUN-0036,PUN-0036-2,1,2,309,960,882405,37860,3,2,5,1,50,1,2,2,2,05,,2
Pundaguitan,PUN-0037,PUN-0037-1,1,2,320,515,499472,81860,1,3,7,2,35,2,2,2,2,04,,1
Pundaguitan,PUN-0038,PUN-0038-1,1,3,351,299,917700,95532,1,4,2,2,35,1,2,2,2,08,,2
Pundaguitan,PUN-0038,PUN-0038-2,1,2,777,395,846286,27468,2,3,3,1,25,2,2,2,2,09,,2
Pundaguitan,PUN-0038,PUN-0038-3,2,,,,,,,,,,,,2,2,1,,1,2
Pundaguitan,PUN-0038,PUN-0038-4,2,,,,,,,,,,,,1,2,1,,1,2
Pundaguitan,PUN-0038,PUN-0038-5,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0039,PUN-0039-1,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0039,PUN-0039-2,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0039,PUN-0039-3,1,3,719,200,212745,71741,1,4,4,1,36,2,2,2,2,03,,2
Pundaguitan,PUN-0039,PUN-0039-4,2,,,,,,,,,,,,2,2,2,99,,1
Pundaguitan,PUN-0039,PUN-0039-5,1,2,295,123,183604,81868,1,2,0,1,31,1,2,1,2,09,,1
Pundaguitan,PUN-0040,PUN-0040-1,2,,,,,,,,,,,,2,2,2,04,,2
Pundaguitan,PUN-0040,PUN-0040-2,2,,,,,,,,,,,,1,2,1,,1,1
Pundaguitan,PUN-0041,PUN-0041-1,1,3,660,773,884139,76307,2,3,2,1,38,2,2,2,2,05,,1
Pundaguitan,PUN-0041,PUN-0041-2,1,2,904,903,410386,16273,2,0,6,1,56,1,2,1,2,99,,2
Pundaguitan,PUN-0041,PUN-0041-3,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0041,PUN-0041-4,2,,,,,,,,,,,,2,2,1,,2,2
Pundaguitan,PUN-0042,PUN-0042-1,2,,,,,,,,,,,,1,2,1,,1,2
Pundaguitan,PUN-0042,PUN-0042-2,1,3,649,559,102787,40126,1,0,7,1,38,2,1,2,2,01,,1
Pundaguitan,PUN-0043,PUN-0043-1,1,1,595,362,603538,70892,1,4,4,2,26,1,2,2,2,10,,2
Pundaguitan,PUN-0043,PUN-0043-2,2,,,,,,,,,,,,1,2,1,,2,1
Pundaguitan,PUN-0044,PUN-0044-1,1,1,301,436,619686,21344,3,5,1,1,53,2,2,2,2,09,,1
Pundaguitan,PUN-0044,PUN-0044-2,1,2,889,706,156021,40713,1,2,3,1,31,2,2,2,2,08,,2
Pundaguitan,PUN-0044,PUN-0044-3,2,,,,,,,,,,,,2,2,2,08,,1
Pundaguitan,PUN-0044,PUN-0044-4,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0045,PUN-0045-1,2,,,,,,,,,,,,2,2,2,04,,1
Pundaguitan,PUN-0045,PUN-0045-2,1,2,690,756,331215,40698,2,4,0,2,27,1,2,1,2,02,,1
Pundaguitan,PUN-0045,PUN-0045-3,2,,,,,,,,,,,,2,2,1,,1,2
Pundaguitan,PUN-0045,PUN-0045-4,1,3,238,123,208001,96299,1,5,3,1,46,1,2,2,2,04,,2
Pundaguitan,PUN-0045,PUN-0045-5,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0046,PUN-0046-1,2,,,,,,,,,,,,1,2,1,,2,1
Pundaguitan,PUN-0046,PUN-0046-2,1,2,699,738,211417,76964,3,2,6,2,28,1,2,2,2,03,,1
Pundaguitan,PUN-0046,PUN-0046-3,1,3,579,423,167991,77365,2,1,0,1,23,2,2,1,2,02,,1
Pundaguitan,PUN-0046,PUN-0046-4,2,,,,,,,,,,,,1,2,1,,1,2
Pundaguitan,PUN-0046,PUN-0046-5,2,,,,,,,,,,,,2,2,2,07,,2
Pundaguitan,PUN-0046,PUN-0046-6,2,,,,,,,,,,,,2,2,2,99,,2
Pundaguitan,PUN-0047,PUN-0047-1,1,1,260,717,380995,99738,3,3,6,2,50,1,2,2,2,99,,2
Pundaguitan,PUN-0047,PUN-0047-2,1,2,647,291,308973,57228,3,5,2,2,47,1,2,1,2,10,,2
Pundaguitan,PUN-0048,PUN-0048-1,2,,,,,,,,,,,,2,2,2,02,,2
Pundaguitan,PUN-0048,PUN-0048-2,1,3,686,645,191701,50567,1,4,4,1,40,2,2,2,2,03,,1
Pundaguitan,PUN-0048,PUN-0048-3,2,,,,,,,,,,,,1,2,1,,1,1
Pundaguitan,PUN-0049,PUN-0049-1,2,,,,,,,,,,,,2,2,2,01,,1
Pundaguitan,PUN-0049,PUN-0049-2,1,1,671,837,839815,73031,1,4,1,2,60,1,2,2,2,01,,1
Pundaguitan,PUN-0049,PUN-0049-3,1,1,788,785,717147,81903,2,0,5,2,59,2,1,2,2,05,,1
Pundaguitan,PUN-0049,PUN-0049-4,2,,,,,,,,,,,,1,2,1,,1,1
Pundaguitan,PUN-0050,PUN-0050-1,2,,,,,,,,,,,,2,2,2,03,,1
Pundaguitan,PUN-0050,PUN-0050-2,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0050,PUN-0050-3,1,3,456,520,701977,37817,2,6,3,1,54,2,2,2,2,07,,2
Pundaguitan,PUN-0050,PUN-0050-4,1,3,201,241,133970,29268,2,3,0,2,43,2,1,2,2,03,,2
Pundaguitan,PUN-0051,PUN-0051-1,,,,,,,,,,,,,,,,,,
Pundaguitan,PUN-0051,PUN-0051-2,2,,,,,,,,,,,,2,2,2,10,,1
Pundaguitan,PUN-0051,PUN-0051-3,1,3,643,217,599119,19454,2,0,2,2,20,1,2,1,2,10,,1
