barangay,household_id,building_type,num_floors,roof_material,wall_material,housing_material,floor_area,num_bedrooms,tenure_status,date_construction,electricity,lighting_fuel,cooking_fuel,num_refrigerator,num_aircon,num_washing_machine,num_stove,num_radio,num_tv,num_stereo,num_landline,num_cellphone_keypad,num_cellphone_smart,num_tablet,num_computer,num_car,num_van,num_jeep,num_truck,num_motorcycle,num_ebike,num_tricycle,num_bicycle,num_pedicab,num_motorboat,num_nonmotorboat
Magdug,MAG-0032,4,1,1,2,5,58.76,5,2,1986-12,1,1,3,0,0,0,1,1,2,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,2
Magdug,MAG-0033,9,1,2,1,5,98.84,5,7,2020-10,1,1,6,0,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,2
Magdug,MAG-0034,9,1,2,4,3,80.46,2,1,1986-06,1,1,5,1,0,0,2,0,2,1,1,1,2,0,0,0,0,0,0,2,0,0,0,0,1,0
Magdug,MAG-0035,3,2,1,1,6,75.33,3,2,1993-07,1,1,6,0,1,0,2,2,0,0,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0
Magdug,MAG-0036,7,1,1,7,6,36.19,2,5,1986-01,1,1,6,1,0,0,1,2,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0
Magdug,MAG-0037,9,1,1,4,2,131.1,1,2,1980-10,1,1,4,1,0,0,1,2,0,0,0,3,1,1,0,0,0,0,0,2,0,0,0,0,0,0
Magdug,MAG-0038,3,1,2,4,3,34.75,4,4,1985-12,1,1,9,0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Magdug,MAG-0039,8,2,6,1,4,35.37,4,2,2006-02,1,1,1,1,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Magdug,MAG-0040,7,1,1,1,9,81.57,2,4,2021-11,1,1,5,0,0,0,2,0,2,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0
Magdug,MAG-0041,9,1,7,1,9,36.14,5,7,2000-10,1,1,2,0,0,0,1,2,0,0,0,1,0,0,1,0,0,0,1,2,0,0,0,0,0,0
Magdug,MAG-0042,8,1,5,4,2,39.96,4,5,2019-11,1,1,2,0,0,0,1,2,2,0,0,1,1,1,0,0,0,0,0,2,0,0,0,0,0,0
Magdug,MAG-0043,7,1,1,3,1,147.23,3,7,1997-07,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0
Magdug,MAG-0044,10,2,4,5,9,32.0,2,4,1997-11,2,5,9,0,0,1,1,2,0,1,0,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Magdug,MAG-0045,3,1,2,1,1,104.14,4,7,2014-09,1,1,9,1,0,0,2,2,0,0,0,3,1,1,0,0,0,0,1,0,0,0,2,0,1,1
Magdug,MAG-0046,5,1,2,5,6,60.76,4,5,2011-06,1,1,4,0,0,1,1,0,2,0,1,2,2,0,0,1,0,0,0,1,0,0,0,0,0,0
Magdug,MAG-0047,2,1,1,5,1,126.21,2,1,1987-07,1,1,9,1,0,1,1,1,1,1,0,3,1,0,0,0,1,1,0,2,0,0,0,0,0,0
Magdug,MAG-0048,4,1,4,2,3,108.78,5,4,2010-05,1,1,9,1,0,0,2,0,0,1,1,3,2,0,0,0,0,0,0,0,0,1,0,0,1,0
Magdug,MAG-0049,5,1,4,1,4,78.26,3,3,2005-02,1,1,1,0,0,0,1,2,1,0,0,2,1,0,1,1,1,0,0,2,0,0,0,0,0,2
Magdug,MAG-0050,8,1,6,3,6,98.5,5,3,2002-09,1,1,4,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Magdug,MAG-0051,9,1,4,7,9,136.58,2,1,1990-08,2,9,6,1,0,0,2,1,0,1,0,2,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Magdug,MAG-0052,7,1,4,3,4,110.45,3,6,2010-10,1,1,4,1,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
Monserrat,MON-0001,2,1,2,1,6,56.38,3,3,1986-09,1,1,2,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2
Monserrat,MON-0002,7,1,4,1,3,49.36,2,4,2009-03,1,1,1,1,0,0,2,0,1,0,1,3,0,0,0,1,0,0,0,1,0,1,0,0,0,0
Monserrat,MON-0003,4,1,1,2,3,121.48,4,3,1996-06,1,1,5,0,0,0,2,1,2,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Monserrat,MON-0004,10,1,2,1,3,57.12,5,7,2000-11,1,1,6,0,0,0,1,0,2,0,0,0,2,0,0,0,0,0,0,2,1,0,1,0,0,0
Monserrat,MON-0005,10,1,1,3,2,62.03,2,5,1988-01,1,1,4,1,0,0,1,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1
Monserrat,MON-0006,10,1,4,4,9,92.05,4,4,1985-12,1,1,3,0,0,0,1,1,2,0,0,1,2,0,1,0,0,0,0,0,0,1,2,1,0,0
Monserrat,MON-0007,3,1,2,2,6,61.36,2,6,2005-07,1,1,9,0,0,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Monserrat,MON-0008,2,1,1,4,6,43.3,4,1,1989-02,1,1,5,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Monserrat,MON-0009,7,1,2,3,6,34.68,1,3,2000-07,1,1,6,0,0,0,2,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Monserrat,MON-0010,7,1,1,3,1,118.94,1,5,1985-08,1,1,5,1,0,1,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Monserrat,MON-0011,3,1,4,3,2,34.45,4,2,2003-07,1,1,4,0,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Monserrat,MON-0012,2,2,2,1,6,66.73,2,2,2007-06,1,1,3,0,0,1,1,2,2,1,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2
Monserrat,MON-0013,4,1,4,2,3,108.26,2,7,1998-04,1,1,1,1,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Monserrat,MON-0014,3,1,4,4,6,36.52,2,2,1988-11,2,5,9,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1
Monserrat,MON-0015,4,1,6,2,1,146.7,2,7,2007-10,1,1,2,0,1,0,2,2,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0
Monserrat,MON-0016,7,1,6,4,4,105.05,1,3,2022-11,1,1,1,1,0,0,2,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Monserrat,MON-0017,7,1,2,4,3,73.81,5,6,1986-01,1,1,3,1,1,0,1,0,0,1,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2
Monserrat,MON-0018,1,1,2,2,4,54.49,5,5,1990-09,1,1,2,0,0,0,2,0,2,0,0,2,1,0,0,0,0,1,0,1,0,0,1,0,1,0
Monserrat,MON-0019,7,2,3,5,5,106.7,1,3,1996-10,1,1,9,1,0,0,2,0,0,0,0,0,0,0,1,1,0,0,0,2,0,1,0,0,0,0
Monserrat,MON-0020,5,1,1,4,5,113.54,3,5,2023-06,1,1,3,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Monserrat,MON-0021,6,1,3,6,6,32.41,1,4,2016-08,1,1,3,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Monserrat,MON-0022,3,1,4,1,1,64.95,2,6,2013-02,1,1,9,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0
Monserrat,MON-0023,5,1,4,4,6,125.13,1,6,2018-11,1,1,1,1,0,0,0,0,1,1,0,3,0,0,1,0,0,0,0,2,0,0,0,0,0,0
Monserrat,MON-0024,7,1,2,2,5,64.42,2,3,2003-12,1,1,5,0,0,0,2,2,2,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Monserrat,MON-0025,8,1,3,5,9,61.77,5,6,2024-07,1,1,4,0,1,0,2,1,1,0,0,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Monserrat,MON-0026,4,2,2,5,2,36.28,2,7,2018-06,1,1,9,0,0,1,0,2,1,1,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Monserrat,MON-0027,2,2,4,5,3,48.81,3,7,2019-03,1,1,1,0,0,0,1,0,0,0,0,2,0,0,0,0,0,1,1,0,0,1,2,0,0,2
Monserrat,MON-0028,9,2,2,2,6,85.4,3,5,1984-09,1,1,5,0,0,0,2,2,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,2
Monserrat,MON-0029,1,1,1,1,1,49.86,2,7,2002-01,1,1,1,0,0,0,2,1,1,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0
Monserrat,MON-0030,5,2,1,1,1,31.89,2,1,2002-11,2,3,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
Monserrat,MON-0031,1,1,2,4,4,30.17,5,3,2018-04,1,1,6,0,0,0,1,0,0,0,0,2,2,0,0,0,0,0,0,2,0,0,2,0,1,0
Monserrat,MON-0032,4,1,4,4,2,129.94,4,7,1999-03,2,2,1,1,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0
Monserrat,MON-0033,1,1,1,5,6,72.01,3,5,1988-03,1,1,5,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Monserrat,MON-0034,8,1,3,3,3,92.95,3,5,2020-04,1,1,6,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
Monserrat,MON-0035,5,1,6,2,6,132.35,1,3,2013-03,1,1,2,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Monserrat,MON-0036,10,1,3,2,3,130.51,4,4,2023-06,1,1,9,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0
Monserrat,MON-0037,9,1,6,1,3,115.31,1,7,1989-09,1,1,3,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Monserrat,MON-0038,9,1,4,1,5,67.63,3,3,1999-11,1,1,6,1,0,0,2,2,1,1,0,2,1,0,1,1,0,0,0,1,0,0,1,0,0,0
Monserrat,MON-0039,10,1,5,3,5,148.47,4,6,1984-03,1,1,5,0,0,0,2,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2,0,0,0
Monserrat,MON-0040,10,2,1,1,5,49.29,2,5,1995-11,2,4,2,0,0,1,1,1,2,1,0,2,1,0,1,0,0,0,0,0,0,1,1,0,0,2
Monserrat,MON-0041,9,1,2,5,6,146.58,2,1,1998-03,1,1,9,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Monserrat,MON-0042,8,2,1,4,4,86.32,1,6,2009-01,1,1,1,0,0,0,1,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,2
Monserrat,MON-0043,8,1,5,3,6,70.32,4,3,1985-09,1,1,9,1,0,1,1,1,0,1,0,3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
Nangan,NAN-0001,10,1,1,1,3,97.86,3,2,1983-09,1,1,4,1,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,2,0,0,2,0,1,0
Nangan,NAN-0002,3,1,3,5,4,62.75,4,4,1996-05,1,1,5,0,0,1,2,2,1,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,0,2
Nangan,NAN-0003,9,1,1,5,4,52.53,3,2,1998-05,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
Nangan,NAN-0004,7,1,4,1,9,94.1,1,1,2009-06,1,1,1,0,0,0,1,1,0,0,0,2,2,0,1,0,0,0,0,2,1,0,0,0,0,0
Nangan,NAN-0005,5,1,4,3,2,83.91,3,7,2017-07,1,1,2,0,1,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
Nangan,NAN-0006,4,1,2,5,5,40.21,4,2,1987-04,1,1,4,0,0,0,1,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1
Nangan,NAN-0007,4,1,5,1,6,103.84,1,2,2009-04,1,1,6,0,0,1,2,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,0,1,0
Nangan,NAN-0008,9,1,3,2,4,72.0,3,7,2002-03,1,1,2,0,0,0,1,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nangan,NAN-0009,10,1,3,3,4,102.77,3,6,1996-04,1,1,3,0,0,0,2,1,0,0,0,2,2,0,0,0,0,0,0,1,0,1,2,0,1,1
Nangan,NAN-0010,7,1,1,3,1,38.21,5,5,1996-04,1,1,4,1,0,0,1,1,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,2
Nangan,NAN-0011,2,1,6,3,2,87.67,3,6,1989-10,1,1,4,0,0,0,2,2,0,0,0,2,2,1,0,0,0,0,0,1,0,0,0,0,0,0
Nangan,NAN-0012,8,1,3,5,2,46.42,5,3,2006-11,1,1,1,0,0,0,1,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,1,0,0,2
Nangan,NAN-0013,6,1,1,4,5,44.62,2,1,2010-01,1,1,9,0,0,1,2,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nangan,NAN-0014,9,1,2,2,4,120.93,4,4,1994-05,1,1,1,1,0,0,2,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1,0,0,0
Nangan,NAN-0015,1,1,1,2,1,114.02,3,4,1984-06,1,1,3,0,0,0,1,2,0,0,0,1,0,0,0,1,0,0,1,2,0,0,1,0,0,1
Nangan,NAN-0016,1,1,1,5,6,114.33,1,7,2018-09,1,1,5,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Nangan,NAN-0017,9,1,5,5,5,137.94,3,5,2010-05,1,1,3,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,1,0,0,2
Nangan,NAN-0018,3,1,3,4,5,42.24,2,6,2003-01,1,1,9,0,0,0,2,2,2,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
Nangan,NAN-0019,2,1,1,1,5,89.15,5,2,1985-12,1,1,4,0,0,0,2,1,2,0,0,3,0,0,0,0,0,0,0,1,0,1,2,0,1,0
Nangan,NAN-0020,3,1,3,1,3,59.37,3,2,1983-02,1,1,4,1,0,0,1,1,2,1,1,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0
Nangan,NAN-0021,9,1,3,2,9,125.81,2,6,2009-09,2,5,1,0,0,0,2,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Nangan,NAN-0022,5,1,1,1,4,57.95,1,5,2017-11,1,1,9,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,1
Nangan,NAN-0023,4,1,4,2,9,107.35,4,1,2014-04,1,1,4,0,0,0,2,0,2,0,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,2
Nangan,NAN-0024,2,1,6,1,9,83.76,3,4,2022-10,1,1,4,0,0,0,2,2,2,0,0,3,0,1,0,0,0,1,0,2,0,0,0,0,0,0
Nangan,NAN-0025,4,1,5,3,6,143.58,4,2,2008-12,1,1,9,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0
Nangan,NAN-0026,4,1,2,3,5,100.65,1,1,2019-10,1,1,5,0,0,0,1,2,0,0,0,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0
Nangan,NAN-0027,7,1,6,2,2,61.58,1,2,1999-07,1,1,4,0,0,0,2,0,1,1,0,3,0,0,0,0,1,1,1,2,1,0,0,0,0,0
Nangan,NAN-0028,6,1,3,1,6,121.26,2,1,2011-10,2,4,6,0,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,1,0
Nangan,NAN-0029,1,1,2,2,3,52.97,4,2,2009-02,2,2,4,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2
Nangan,NAN-0030,3,1,2,3,9,122.63,3,7,1981-01,1,1,2,0,0,0,2,0,2,1,0,3,0,0,1,0,0,0,0,2,0,0,2,0,0,0
Nangan,NAN-0031,1,1,3,5,9,77.63,1,5,1984-06,2,6,2,0,0,1,1,0,2,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1
Nangan,NAN-0032,9,1,3,3,4,89.11,5,4,1992-07,1,1,9,0,0,0,2,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0
Nangan,NAN-0033,4,1,1,2,3,39.88,3,7,1982-08,1,1,6,0,0,0,2,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nangan,NAN-0034,7,1,1,1,3,41.31,1,2,2016-07,1,1,2,1,0,0,1,1,2,0,0,0,2,0,0,0,1,0,0,0,1,1,0,0,0,0
Nangan,NAN-0035,4,1,1,1,4,56.63,4,5,1983-11,1,1,1,1,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,2,0,1,1,0,0,0
Nangan,NAN-0036,5,1,2,3,1,142.2,4,7,2021-03,1,1,3,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Nangan,NAN-0037,5,1,3,3,4,133.72,2,5,1990-11,1,1,1,0,0,0,2,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,1
Nangan,NAN-0038,8,1,6,7,3,66.89,4,3,2008-12,2,3,4,0,0,0,0,0,2,0,0,2,2,0,1,0,0,0,1,2,0,1,2,0,0,0
Nangan,NAN-0039,10,1,1,1,4,81.35,4,6,2001-03,1,1,6,1,0,0,2,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0
Nangan,NAN-0040,2,1,1,5,9,45.76,4,2,2021-08,1,1,6,1,0,0,1,0,0,1,1,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0
Nangan,NAN-0041,3,2,2,6,4,34.83,4,6,2000-06,1,1,9,0,0,0,1,1,0,0,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,0
Nangan,NAN-0042,7,1,1,4,1,62.33,4,5,2011-05,1,1,5,0,0,0,1,2,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,2
Nangan,NAN-0043,7,1,5,3,3,45.4,5,1,2004-05,1,1,2,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1
Nangan,NAN-0044,3,2,2,5,6,96.41,1,3,2012-09,1,1,3,0,0,0,2,2,0,0,0,3,2,0,0,0,0,0,0,0,1,0,0,0,0,0
Nangan,NAN-0045,10,2,1,1,1,111.57,1,5,2005-06,1,1,5,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,0,2,0,0,0,0,0,0
Nangan,NAN-0046,4,1,1,2,2,113.87,5,2,2013-08,1,1,6,0,1,1,2,2,0,0,0,3,2,0,0,0,0,0,0,1,0,0,2,0,0,0
Nangan,NAN-0047,2,1,6,1,4,45.34,2,4,1997-03,1,1,9,0,0,0,1,1,0,0,0,2,0,0,0,1,0,0,0,1,0,0,1,0,0,0
Nangan,NAN-0048,6,2,6,3,5,146.69,5,4,2000-09,1,1,5,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
Nangan,NAN-0049,8,1,5,1,3,52.33,4,5,2021-07,2,5,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0
Nangan,NAN-0050,7,2,3,1,1,148.17,2,4,2008-11,1,1,4,0,0,0,2,2,2,1,0,0,2,0,0,0,0,0,1,2,0,1,0,0,0,0
Nangan,NAN-0051,3,1,6,5,5,146.77,4,1,1983-09,1,1,1,1,0,0,2,0,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0
Nangan,NAN-0052,3,1,1,6,2,138.37,3,3,1986-06,1,1,9,1,0,1,2,1,2,1,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0
Nangan,NAN-0053,4,2,3,2,1,141.22,2,1,1998-09,2,3,9,1,0,0,2,0,0,0,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,2
Nangan,NAN-0054,2,1,1,1,6,83.35,4,3,1999-07,1,1,5,1,0,0,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Nangan,NAN-0055,1,2,3,7,1,32.22,1,3,2024-01,1,1,4,0,0,0,1,1,0,0,0,0,2,0,1,1,0,0,0,1,0,0,2,0,0,0
Nangan,NAN-0056,4,1,4,1,9,58.1,4,2,1996-04,1,1,5,1,0,0,2,1,2,0,1,2,0,0,0,0,0,0,0,1,0,0,0,0,1,0
Nangan,NAN-0057,6,1,3,2,4,110.25,3,3,2021-09,1,1,1,0,0,0,2,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,1,0,0,2
Nangan,NAN-0058,6,1,1,5,5,141.9,2,1,2022-11,1,1,9,1,0,0,1,2,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,2
Nangan,NAN-0059,7,1,1,3,2,137.4,1,3,1995-01,1,1,2,1,0,0,1,2,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0
Nangan,NAN-0060,2,1,3,6,3,90.57,2,2,1994-06,1,1,1,0,0,0,1,2,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0
Nangan,NAN-0061,6,1,3,4,6,106.17,5,2,2013-04,2,9,2,0,0,0,2,0,2,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nangan,NAN-0062,5,1,1,4,2,112.64,5,3,1991-10,1,1,6,1,1,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0
Nangan,NAN-0063,2,1,1,1,1,147.27,1,4,2013-01,1,1,9,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1
Nangan,NAN-0064,7,1,6,1,4,33.07,4,3,2024-04,1,1,6,1,0,0,1,0,1,0,1,2,2,1,0,0,0,0,0,0,0,1,1,0,1,0
Nangan,NAN-0065,1,1,2,7,4,89.64,5,7,1991-10,1,1,4,1,1,0,2,0,2,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2
Nangan,NAN-0066,9,1,3,1,4,63.86,1,3,2012-02,1,1,2,0,0,1,2,0,1,0,0,1,2,1,0,1,0,0,0,1,0,0,1,0,1,2
Nangan,NAN-0067,9,1,2,3,5,44.21,2,7,2013-05,2,9,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,0
Nangan,NAN-0068,9,1,2,2,2,139.8,2,7,1990-05,1,1,1,0,0,0,2,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2
Nangan,NAN-0069,8,1,1,2,6,86.45,1,6,2008-06,1,1,1,1,1,0,2,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
Nangan,NAN-0070,7,1,4,4,5,76.28,1,7,1991-02,1,1,2,0,0,1,2,0,1,1,0,3,0,0,0,1,0,0,0,2,0,0,2,0,0,2
Nangan,NAN-0071,4,2,1,1,6,40.05,4,7,2004-10,1,1,3,0,0,0,2,2,0,1,0,1,1,0,0,0,0,0,1,2,0,0,0,0,0,2
Nangan,NAN-0072,4,1,1,1,3,116.46,4,4,1992-12,1,1,1,0,0,0,1,0,2,0,0,0,2,0,1,0,0,0,1,0,0,0,1,0,0,0
Nangan,NAN-0073,3,2,3,2,5,43.11,1,4,2001-03,2,4,4,1,1,0,1,0,2,0,0,2,0,0,0,0,0,0,1,2,0,0,0,0,0,2
Nangan,NAN-0074,9,1,3,1,1,64.67,4,4,1980-02,1,1,1,0,0,0,1,0,2,0,1,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0
Nangan,NAN-0075,10,1,5,2,4,83.77,5,2,2017-03,1,1,9,1,0,0,1,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0
Nangan,NAN-0076,6,2,3,2,5,144.51,3,7,1982-05,1,1,4,0,0,0,1,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nangan,NAN-0077,8,1,1,3,2,41.87,1,3,2001-12,1,1,6,1,0,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,2
Nangan,NAN-0078,8,1,1,5,5,64.95,4,2,2008-05,2,3,1,1,1,0,2,2,2,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,1,1
Nangan,NAN-0079,3,1,1,5,9,139.29,4,5,2000-04,1,1,1,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,2
Nangan,NAN-0080,8,1,2,7,4,60.66,4,7,1997-06,1,1,3,1,0,0,1,0,2,0,1,2,0,0,0,0,0,0,0,2,0,0,2,0,0,1
Nangan,NAN-0081,4,1,4,5,2,37.15,4,5,2017-05,1,1,9,1,0,1,1,0,1,0,0,0,1,1,0,0,0,0,1,1,0,0,1,0,0,2
Nangan,NAN-0082,4,1,6,5,9,108.7,1,3,2002-04,1,1,6,0,0,0,2,0,0,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Nangan,NAN-0083,8,1,4,1,6,104.52,1,4,2019-05,1,1,4,0,0,0,2,0,1,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0
Nangan,NAN-0084,1,1,4,7,4,96.58,1,4,2017-09,1,1,9,1,0,0,1,0,2,0,0,3,0,0,1,1,0,0,0,1,0,1,2,0,0,0
Nangan,NAN-0085,9,1,4,2,9,34.15,1,6,2002-08,1,1,5,0,0,0,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0,2,1,0,1
Nangan,NAN-0086,6,1,2,2,6,94.76,3,1,1985-09,1,1,5,1,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
Nangan,NAN-0087,8,1,3,1,4,129.55,3,1,2002-07,2,6,6,1,0,1,1,1,1,1,1,2,1,0,1,0,0,0,0,0,0,0,0,0,0,1
Nangan,NAN-0088,8,2,1,2,2,104.29,2,2,2015-02,1,1,5,0,0,0,2,1,1,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,2
Nangan,NAN-0089,5,1,4,3,3,38.75,3,3,1981-09,2,5,3,0,0,0,1,0,1,1,0,2,0,0,0,1,0,0,0,1,0,0,0,0,1,0
Nangan,NAN-0090,2,1,3,5,3,48.07,1,4,2007-04,2,6,2,0,0,0,2,0,2,0,0,3,2,0,0,1,0,1,0,2,0,0,0,0,1,0
Nangan,NAN-0091,3,2,2,1,3,93.97,3,6,1984-01,1,1,4,0,0,0,2,1,0,0,0,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0
Nangan,NAN-0092,8,2,5,2,2,75.15,3,6,1992-05,2,9,5,0,0,1,2,2,1,1,0,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0
Nangan,NAN-0093,1,1,1,5,1,101.9,1,6,1984-09,1,1,5,0,0,0,2,0,1,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nangan,NAN-0094,6,1,2,2,3,52.45,1,2,2008-02,2,6,2,0,1,0,2,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,2,0,0,2
