barangay,household_id,member_id,filipino_citizen,overseas_filipino,other_location_resided,province_moved,city_moved,barangay_moved,month_year_moved,province_from,city_from,barangay_from,internal_displacement
Poblacion,POB-0123,POB-0123-1,2,3,2,,,,,,,,3
Poblacion,POB-0123,POB-0123-2,1,5,2,,,,,,,,4
Poblacion,POB-0123,POB-0123-3,3,6,1,747,810,948,03-2001,468,148,480,2
Poblacion,POB-0123,POB-0123-4,1,,2,,,,,,,,1
Poblacion,POB-0124,POB-0124-1,3,,1,891,489,486,02-2022,295,844,538,3
Pundaguitan,PUN-0001,PUN-0001-1,1,6,2,,,,,,,,3
Pundaguitan,PUN-0001,PUN-0001-2,2,1,1,291,619,812,09-2009,699,494,549,2
Pundaguitan,PUN-0001,PUN-0001-3,2,7,2,,,,,,,,4
Pundaguitan,PUN-0002,PUN-0002-1,2,1,2,,,,,,,,2
Pundaguitan,PUN-0002,PUN-0002-2,3,1,1,214,254,192,06-2014,776,901,453,4
Pundaguitan,PUN-0003,PUN-0003-1,1,,2,,,,,,,,5
Pundaguitan,PUN-0003,PUN-0003-2,3,,1,560,978,213,12-2001,162,354,874,4
Pundaguitan,PUN-0003,PUN-0003-3,3,1,2,,,,,,,,2
Pundaguitan,PUN-0003,PUN-0003-4,3,2,2,,,,,,,,1
Pundaguitan,PUN-0004,PUN-0004-1,1,2,1,764,891,350,09-2007,665,962,515,4
Pundaguitan,PUN-0004,PUN-0004-2,1,,2,,,,,,,,2
Pundaguitan,PUN-0004,PUN-0004-3,1,4,2,,,,,,,,3
Pundaguitan,PUN-0005,PUN-0005-1,1,7,1,551,589,586,04-2006,447,838,557,1
Pundaguitan,PUN-0005,PUN-0005-2,1,3,1,931,953,953,01-2024,123,453,483,2
Pundaguitan,PUN-0005,PUN-0005-3,2,4,2,,,,,,,,2
Pundaguitan,PUN-0005,PUN-0005-4,2,1,2,,,,,,,,2
Pundaguitan,PUN-0006,PUN-0006-1,3,2,2,,,,,,,,1
Pundaguitan,PUN-0006,PUN-0006-2,3,1,1,142,174,911,10-2002,377,477,859,3
Pundaguitan,PUN-0006,PUN-0006-3,2,3,2,,,,,,,,5
Pundaguitan,PUN-0006,PUN-0006-4,1,5,2,,,,,,,,5
Pundaguitan,PUN-0007,PUN-0007-1,1,,2,,,,,,,,3
Pundaguitan,PUN-0007,PUN-0007-2,1,7,1,371,392,950,06-2022,153,446,924,2
Pundaguitan,PUN-0007,PUN-0007-3,1,7,1,182,778,911,07-2021,398,597,180,4
Pundaguitan,PUN-0008,PUN-0008-1,3,6,2,,,,,,,,5
Pundaguitan,PUN-0008,PUN-0008-2,2,,1,977,701,277,09-2022,920,926,112,2
Pundaguitan,PUN-0008,PUN-0008-3,1,,1,821,132,543,10-2005,253,779,377,5
Pundaguitan,PUN-0009,PUN-0009-1,3,1,1,408,466,466,09-2012,425,444,559,2
Pundaguitan,PUN-0009,PUN-0009-2,2,6,1,188,286,404,10-2019,168,700,754,1
Pundaguitan,PUN-0009,PUN-0009-3,3,,1,375,296,708,09-2003,411,891,126,1
Pundaguitan,PUN-0009,PUN-0009-4,1,4,1,680,693,335,12-2013,343,419,702,4
Pundaguitan,PUN-0009,PUN-0009-5,2,,2,,,,,,,,3
Pundaguitan,PUN-0010,PUN-0010-1,2,6,1,468,121,641,09-2000,667,250,490,1
Pundaguitan,PUN-0010,PUN-0010-2,2,2,1,290,990,945,07-2001,216,743,702,2
Pundaguitan,PUN-0010,PUN-0010-3,3,2,1,512,636,498,03-2014,328,787,307,1
Pundaguitan,PUN-0010,PUN-0010-4,1,5,1,159,912,209,03-2002,379,508,425,3
Pundaguitan,PUN-0011,PUN-0011-1,2,7,1,796,396,505,03-2013,699,620,418,5
Pundaguitan,PUN-0011,PUN-0011-2,3,,1,893,298,303,07-2000,311,526,845,3
Pundaguitan,PUN-0011,PUN-0011-3,2,7,1,670,211,193,01-2017,221,750,390,5
Pundaguitan,PUN-0011,PUN-0011-4,3,,2,,,,,,,,2
Pundaguitan,PUN-0012,PUN-0012-1,3,2,1,369,903,442,05-2016,575,916,516,4
Pundaguitan,PUN-0012,PUN-0012-2,2,3,1,876,892,306,07-2002,613,728,599,5
Pundaguitan,PUN-0012,PUN-0012-3,2,1,1,230,588,632,07-2010,980,592,600,1
Pundaguitan,PUN-0012,PUN-0012-4,3,2,1,860,340,328,06-2007,538,496,590,2
Pundaguitan,PUN-0012,PUN-0012-5,3,6,2,,,,,,,,5
Pundaguitan,PUN-0013,PUN-0013-1,2,6,2,,,,,,,,3
Pundaguitan,PUN-0013,PUN-0013-2,3,2,2,,,,,,,,4
Pundaguitan,PUN-0013,PUN-0013-3,3,3,2,,,,,,,,4
Pundaguitan,PUN-0014,PUN-0014-1,2,,1,681,595,692,04-2011,123,713,404,1
Pundaguitan,PUN-0014,PUN-0014-2,3,,1,471,460,176,08-2021,387,348,873,2
Pundaguitan,PUN-0014,PUN-0014-3,2,,1,527,220,498,12-2010,630,383,891,1
Pundaguitan,PUN-0014,PUN-0014-4,1,,1,737,397,908,03-2024,176,971,544,5
Pundaguitan,PUN-0014,PUN-0014-5,3,,1,987,687,253,07-2014,385,721,143,1
Pundaguitan,PUN-0014,PUN-0014-6,3,3,1,391,638,861,08-2018,730,132,166,1
Pundaguitan,PUN-0015,PUN-0015-1,3,1,1,857,285,776,05-2008,190,632,370,5
Pundaguitan,PUN-0015,PUN-0015-2,3,2,2,,,,,,,,3
Pundaguitan,PUN-0016,PUN-0016-1,1,,2,,,,,,,,1
Pundaguitan,PUN-0016,PUN-0016-2,3,6,2,,,,,,,,2
Pundaguitan,PUN-0016,PUN-0016-3,2,2,2,,,,,,,,4
Pundaguitan,PUN-0016,PUN-0016-4,3,,1,479,707,496,01-2010,713,801,898,1
Pundaguitan,PUN-0017,PUN-0017-1,3,,2,,,,,,,,1
Pundaguitan,PUN-0017,PUN-0017-2,3,1,1,884,833,361,01-2004,468,126,270,3
Pundaguitan,PUN-0017,PUN-0017-3,3,,1,424,591,966,02-2005,831,960,929,3
Pundaguitan,PUN-0017,PUN-0017-4,2,2,1,105,530,390,04-2017,524,204,108,5
Pundaguitan,PUN-0018,PUN-0018-1,1,,1,262,728,126,08-2006,411,759,119,5
Pundaguitan,PUN-0018,PUN-0018-2,2,5,2,,,,,,,,4
Pundaguitan,PUN-0018,PUN-0018-3,3,,2,,,,,,,,4
Pundaguitan,PUN-0018,PUN-0018-4,2,7,1,744,502,491,02-2016,653,303,205,2
Pundaguitan,PUN-0018,PUN-0018-5,2,6,1,282,525,296,07-2007,845,925,741,3
Pundaguitan,PUN-0019,PUN-0019-1,2,7,2,,,,,,,,1
Pundaguitan,PUN-0019,PUN-0019-2,3,3,1,420,362,198,05-2007,222,213,287,4
Pundaguitan,PUN-0019,PUN-0019-3,2,,2,,,,,,,,1
Pundaguitan,PUN-0019,PUN-0019-4,1,7,1,858,752,465,05-2023,974,977,415,3
Pundaguitan,PUN-0019,PUN-0019-5,2,4,2,,,,,,,,3
Pundaguitan,PUN-0019,PUN-0019-6,1,,1,588,385,279,07-2008,635,605,685,2
Pundaguitan,PUN-0020,PUN-0020-1,1,,1,888,930,721,07-2014,270,406,482,1
Pundaguitan,PUN-0020,PUN-0020-2,3,5,1,372,970,539,11-2012,859,203,388,3
Pundaguitan,PUN-0020,PUN-0020-3,3,6,1,896,916,320,02-2021,512,517,591,3
Pundaguitan,PUN-0021,PUN-0021-1,2,1,1,801,274,908,12-2019,998,781,817,4
Pundaguitan,PUN-0021,PUN-0021-2,3,7,1,482,386,909,08-2013,388,274,549,2
Pundaguitan,PUN-0022,PUN-0022-1,1,6,2,,,,,,,,3
Pundaguitan,PUN-0022,PUN-0022-2,1,1,2,,,,,,,,4
Pundaguitan,PUN-0022,PUN-0022-3,3,4,1,125,760,497,01-2011,696,718,917,1
Pundaguitan,PUN-0023,PUN-0023-1,2,2,2,,,,,,,,2
Pundaguitan,PUN-0023,PUN-0023-2,3,3,2,,,,,,,,2
Pundaguitan,PUN-0023,PUN-0023-3,1,4,1,210,173,806,11-2010,268,990,783,4
Pundaguitan,PUN-0023,PUN-0023-4,2,7,1,537,173,919,06-2004,904,676,107,1
Pundaguitan,PUN-0023,PUN-0023-5,3,,2,,,,,,,,4
Pundaguitan,PUN-0024,PUN-0024-1,1,,1,710,278,164,09-2014,408,884,795,5
Pundaguitan,PUN-0024,PUN-0024-2,1,7,2,,,,,,,,3
Pundaguitan,PUN-0024,PUN-0024-3,2,7,1,702,475,243,07-2005,958,939,391,4
Pundaguitan,PUN-0025,PUN-0025-1,3,2,1,917,982,217,07-2024,873,183,700,1
Pundaguitan,PUN-0026,PUN-0026-1,1,2,1,622,539,605,03-2003,999,812,592,3
Pundaguitan,PUN-0026,PUN-0026-2,1,1,1,625,695,166,06-2017,233,382,610,2
Pundaguitan,PUN-0026,PUN-0026-3,3,6,2,,,,,,,,5
Pundaguitan,PUN-0026,PUN-0026-4,1,7,1,796,509,317,12-2016,444,569,141,1
Pundaguitan,PUN-0026,PUN-0026-5,3,5,1,913,795,618,07-2012,255,967,555,3
Pundaguitan,PUN-0026,PUN-0026-6,1,4,2,,,,,,,,2
Pundaguitan,PUN-0027,PUN-0027-1,1,,2,,,,,,,,1
Pundaguitan,PUN-0027,PUN-0027-2,2,5,2,,,,,,,,1
Pundaguitan,PUN-0027,PUN-0027-3,3,,1,712,693,823,05-2006,321,737,923,1
Pundaguitan,PUN-0027,PUN-0027-4,1,5,1,851,145,567,03-2014,690,586,913,4
Pundaguitan,PUN-0027,PUN-0027-5,1,4,1,134,649,779,11-2011,388,353,371,1
Pundaguitan,PUN-0027,PUN-0027-6,1,3,1,367,251,798,04-2006,442,286,268,5
Pundaguitan,PUN-0028,PUN-0028-1,3,4,1,597,838,618,03-2001,867,228,233,3
Pundaguitan,PUN-0029,PUN-0029-1,3,,2,,,,,,,,2
Pundaguitan,PUN-0029,PUN-0029-2,1,5,1,168,866,595,11-2014,730,343,594,3
Pundaguitan,PUN-0029,PUN-0029-3,1,2,1,106,599,747,09-2009,406,653,976,3
Pundaguitan,PUN-0029,PUN-0029-4,3,5,1,278,969,890,06-2022,190,693,148,3
Pundaguitan,PUN-0029,PUN-0029-5,3,5,1,519,688,358,10-2001,507,854,918,3
Pundaguitan,PUN-0030,PUN-0030-1,3,5,1,728,428,896,05-2019,717,332,615,1
Pundaguitan,PUN-0030,PUN-0030-2,1,,2,,,,,,,,4
Pundaguitan,PUN-0030,PUN-0030-3,1,5,1,346,370,574,09-2008,881,823,554,5
Pundaguitan,PUN-0030,PUN-0030-4,2,2,2,,,,,,,,1
Pundaguitan,PUN-0031,PUN-0031-1,1,1,1,755,275,488,12-2017,265,213,346,3
Pundaguitan,PUN-0031,PUN-0031-2,3,3,1,493,801,662,01-2011,666,815,554,4
Pundaguitan,PUN-0031,PUN-0031-3,1,4,1,655,202,324,07-2024,979,585,588,4
Pundaguitan,PUN-0031,PUN-0031-4,1,,1,295,715,484,12-2016,145,222,991,5
Pundaguitan,PUN-0032,PUN-0032-1,2,5,1,860,113,667,04-2004,685,381,960,3
Pundaguitan,PUN-0032,PUN-0032-2,2,,1,520,506,882,11-2022,852,920,970,3
Pundaguitan,PUN-0033,PUN-0033-1,2,6,2,,,,,,,,2
Pundaguitan,PUN-0034,PUN-0034-1,2,6,1,611,412,323,05-2003,945,340,159,1
Pundaguitan,PUN-0034,PUN-0034-2,2,1,2,,,,,,,,3
Pundaguitan,PUN-0034,PUN-0034-3,1,7,1,382,426,465,01-2015,793,878,208,4
Pundaguitan,PUN-0034,PUN-0034-4,2,,1,206,517,202,08-2019,227,843,258,3
Pundaguitan,PUN-0034,PUN-0034-5,2,1,2,,,,,,,,2
Pundaguitan,PUN-0034,PUN-0034-6,2,6,1,806,293,106,12-2007,757,293,287,2
Pundaguitan,PUN-0035,PUN-0035-1,2,1,1,614,965,174,09-2022,858,926,163,3
Pundaguitan,PUN-0035,PUN-0035-2,2,3,1,850,924,189,02-2013,898,525,536,2
Pundaguitan,PUN-0035,PUN-0035-3,3,5,2,,,,,,,,5
Pundaguitan,PUN-0035,PUN-0035-4,2,,2,,,,,,,,3
Pundaguitan,PUN-0035,PUN-0035-5,2,4,2,,,,,,,,2
Pundaguitan,PUN-0036,PUN-0036-1,2,2,1,500,938,573,06-2011,755,794,267,2
Pundaguitan,PUN-0036,PUN-0036-2,2,,1,128,133,992,07-2004,979,647,651,5
Pundaguitan,PUN-0036,PUN-0036-3,2,3,1,523,869,906,12-2005,743,196,895,5
Pundaguitan,PUN-0036,PUN-0036-4,3,2,2,,,,,,,,5
Pundaguitan,PUN-0036,PUN-0036-5,3,,1,983,790,726,05-2001,954,153,390,2
Pundaguitan,PUN-0037,PUN-0037-1,3,,2,,,,,,,,2
Pundaguitan,PUN-0037,PUN-0037-2,1,4,1,135,620,885,11-2003,492,379,554,3
Pundaguitan,PUN-0037,PUN-0037-3,3,2,1,562,588,272,11-2003,935,292,559,4
Pundaguitan,PUN-0037,PUN-0037-4,3,5,1,346,755,911,11-2011,277,732,712,3
Pundaguitan,PUN-0037,PUN-0037-5,2,,2,,,,,,,,4
Pundaguitan,PUN-0038,PUN-0038-1,2,,1,246,779,494,10-2006,880,329,453,3
Pundaguitan,PUN-0038,PUN-0038-2,1,3,1,495,170,518,12-2016,837,875,342,1
Pundaguitan,PUN-0038,PUN-0038-3,1,6,2,,,,,,,,2
Pundaguitan,PUN-0039,PUN-0039-1,3,4,2,,,,,,,,5
Pundaguitan,PUN-0039,PUN-0039-2,2,3,2,,,,,,,,2
Pundaguitan,PUN-0040,PUN-0040-1,3,,1,537,608,469,02-2010,545,342,691,3
Pundaguitan,PUN-0040,PUN-0040-2,3,2,1,294,519,253,12-2018,717,712,605,2
Pundaguitan,PUN-0040,PUN-0040-3,1,,2,,,,,,,,5
Pundaguitan,PUN-0041,PUN-0041-1,3,,1,154,803,547,10-2016,663,921,171,5
Pundaguitan,PUN-0041,PUN-0041-2,3,,2,,,,,,,,2
Pundaguitan,PUN-0041,PUN-0041-3,1,7,1,119,635,292,12-2009,753,667,448,2
Pundaguitan,PUN-0042,PUN-0042-1,2,,2,,,,,,,,5
Pundaguitan,PUN-0043,PUN-0043-1,3,5,2,,,,,,,,3
Pundaguitan,PUN-0043,PUN-0043-2,3,,1,435,278,306,02-2013,909,160,157,4
Pundaguitan,PUN-0044,PUN-0044-1,3,,2,,,,,,,,3
Pundaguitan,PUN-0044,PUN-0044-2,1,3,1,863,213,167,11-2014,921,559,275,1
Pundaguitan,PUN-0044,PUN-0044-3,1,,2,,,,,,,,2
Pundaguitan,PUN-0044,PUN-0044-4,2,3,2,,,,,,,,5
Pundaguitan,PUN-0045,PUN-0045-1,3,,2,,,,,,,,1
Pundaguitan,PUN-0045,PUN-0045-2,1,4,2,,,,,,,,5
Pundaguitan,PUN-0046,PUN-0046-1,3,3,1,240,988,657,12-2019,705,425,203,5
Pundaguitan,PUN-0046,PUN-0046-2,2,3,1,137,328,804,04-2023,618,289,158,1
Pundaguitan,PUN-0046,PUN-0046-3,3,4,2,,,,,,,,3
Pundaguitan,PUN-0047,PUN-0047-1,3,4,2,,,,,,,,3
Pundaguitan,PUN-0048,PUN-0048-1,2,5,2,,,,,,,,1
Pundaguitan,PUN-0048,PUN-0048-2,3,3,1,201,109,482,09-2018,906,311,693,5
Pundaguitan,PUN-0049,PUN-0049-1,1,7,2,,,,,,,,1
Pundaguitan,PUN-0049,PUN-0049-2,3,3,1,439,764,269,10-2022,241,999,451,5
Pundaguitan,PUN-0049,PUN-0049-3,3,2,2,,,,,,,,2
Pundaguitan,PUN-0049,PUN-0049-4,3,1,1,394,211,108,07-2024,743,929,727,1
Pundaguitan,PUN-0050,PUN-0050-1,3,5,1,325,688,241,07-2019,365,941,319,2
Pundaguitan,PUN-0050,PUN-0050-2,1,7,1,737,213,321,01-2011,976,122,387,1
Pundaguitan,PUN-0050,PUN-0050-3,1,2,1,389,718,944,08-2015,463,863,688,3
Pundaguitan,PUN-0050,PUN-0050-4,3,,2,,,,,,,,3
Pundaguitan,PUN-0051,PUN-0051-1,3,,2,,,,,,,,3
Pundaguitan,PUN-0051,PUN-0051-2,3,,1,239,137,172,06-2022,162,230,718,4
Pundaguitan,PUN-0052,PUN-0052-1,1,,1,803,919,201,05-2022,847,623,952,2
Pundaguitan,PUN-0052,PUN-0052-2,2,4,2,,,,,,,,3
Pundaguitan,PUN-0052,PUN-0052-3,2,,1,261,228,917,11-2010,374,370,328,3
Pundaguitan,PUN-0052,PUN-0052-4,2,3,1,643,414,331,08-2018,168,528,155,3
Pundaguitan,PUN-0052,PUN-0052-5,3,7,1,970,445,490,01-2004,265,600,627,4
Pundaguitan,PUN-0052,PUN-0052-6,2,4,2,,,,,,,,1
Pundaguitan,PUN-0053,PUN-0053-1,2,,2,,,,,,,,2
Pundaguitan,PUN-0053,PUN-0053-2,3,6,2,,,,,,,,4
Pundaguitan,PUN-0053,PUN-0053-3,2,7,2,,,,,,,,1
Pundaguitan,PUN-0053,PUN-0053-4,2,7,2,,,,,,,,5
Pundaguitan,PUN-0054,PUN-0054-1,2,2,2,,,,,,,,1
Pundaguitan,PUN-0054,PUN-0054-2,2,1,1,278,717,669,05-2006,883,234,318,4
Pundaguitan,PUN-0054,PUN-0054-3,1,1,2,,,,,,,,5
Sergio Osmeña,SER-0001,SER-0001-1,2,4,2,,,,,,,,4
Sergio Osmeña,SER-0001,SER-0001-2,2,2,2,,,,,,,,5
Sergio Osmeña,SER-0001,SER-0001-3,1,,2,,,,,,,,1
Sergio Osmeña,SER-0001,SER-0001-4,2,,2,,,,,,,,3
Sergio Osmeña,SER-0001,SER-0001-5,3,,2,,,,,,,,5
Sergio Osmeña,SER-0002,SER-0002-1,2,,2,,,,,,,,3
Sergio Osmeña,SER-0002,SER-0002-2,3,,2,,,,,,,,5
Sergio Osmeña,SER-0003,SER-0003-1,2,,2,,,,,,,,2
Sergio Osmeña,SER-0003,SER-0003-2,3,5,1,976,439,627,09-2021,840,973,358,1
Sergio Osmeña,SER-0003,SER-0003-3,3,6,2,,,,,,,,1
Sergio Osmeña,SER-0003,SER-0003-4,1,4,1,855,595,194,08-2003,980,829,801,2
Sergio Osmeña,SER-0004,SER-0004-1,3,4,1,677,381,366,05-2020,830,714,188,1
Sergio Osmeña,SER-0005,SER-0005-1,2,3,2,,,,,,,,1
Sergio Osmeña,SER-0006,SER-0006-1,3,1,1,196,945,918,02-2008,757,731,376,2
Sergio Osmeña,SER-0006,SER-0006-2,2,7,2,,,,,,,,3
Sergio Osmeña,SER-0007,SER-0007-1,3,7,1,305,812,843,06-2018,128,689,583,3
Sergio Osmeña,SER-0007,SER-0007-2,3,4,1,934,595,822,12-2010,705,317,973,2
Sergio Osmeña,SER-0007,SER-0007-3,3,,2,,,,,,,,2
Sergio Osmeña,SER-0007,SER-0007-4,2,,2,,,,,,,,1
Sergio Osmeña,SER-0007,SER-0007-5,1,6,1,498,457,533,03-2013,876,427,571,2
Sergio Osmeña,SER-0008,SER-0008-1,2,,1,636,917,615,05-2022,300,142,966,1
Sergio Osmeña,SER-0009,SER-0009-1,1,3,1,550,297,496,07-2018,981,567,744,1
Sergio Osmeña,SER-0010,SER-0010-1,1,4,2,,,,,,,,4
Sergio Osmeña,SER-0011,SER-0011-1,2,,1,128,828,942,03-2003,884,557,206,3
Sergio Osmeña,SER-0011,SER-0011-2,3,,1,396,215,241,12-2008,818,248,167,2
Sergio Osmeña,SER-0011,SER-0011-3,1,6,2,,,,,,,,3
Sergio Osmeña,SER-0012,SER-0012-1,3,,2,,,,,,,,2
Sergio Osmeña,SER-0012,SER-0012-2,1,,1,526,935,103,05-2019,781,444,710,2
Sergio Osmeña,SER-0012,SER-0012-3,3,,2,,,,,,,,2
Sergio Osmeña,SER-0012,SER-0012-4,1,2,1,879,260,235,09-2008,898,656,860,5
Sergio Osmeña,SER-0012,SER-0012-5,2,,2,,,,,,,,1
Sergio Osmeña,SER-0012,SER-0012-6,1,,2,,,,,,,,1
Sergio Osmeña,SER-0013,SER-0013-1,2,,2,,,,,,,,1
Sergio Osmeña,SER-0013,SER-0013-2,3,4,2,,,,,,,,1
Sergio Osmeña,SER-0013,SER-0013-3,3,,1,834,457,191,11-2006,807,502,780,1
Sergio Osmeña,SER-0013,SER-0013-4,1,6,2,,,,,,,,2
Sergio Osmeña,SER-0013,SER-0013-5,2,6,1,598,972,378,06-2024,545,262,637,5
Sergio Osmeña,SER-0014,SER-0014-1,1,5,1,914,666,161,10-2005,772,827,962,1
Sergio Osmeña,SER-0014,SER-0014-2,3,,1,392,685,905,04-2003,780,453,696,5
Sergio Osmeña,SER-0015,SER-0015-1,2,,1,958,689,222,09-2001,460,363,761,4
Sergio Osmeña,SER-0015,SER-0015-2,3,4,1,158,438,101,12-2016,129,592,425,2
Sergio Osmeña,SER-0015,SER-0015-3,2,1,2,,,,,,,,4
Sergio Osmeña,SER-0015,SER-0015-4,2,7,1,645,274,928,05-2011,814,263,678,1
Sergio Osmeña,SER-0015,SER-0015-5,1,7,2,,,,,,,,4
Sergio Osmeña,SER-0015,SER-0015-6,2,,1,446,746,112,09-2018,176,256,517,5
Sergio Osmeña,SER-0016,SER-0016-1,2,7,1,943,461,568,05-2012,664,144,826,1
Sergio Osmeña,SER-0016,SER-0016-2,1,,1,674,986,172,10-2004,752,259,747,3
Sergio Osmeña,SER-0016,SER-0016-3,1,,1,851,207,919,08-2017,535,179,195,4
Sergio Osmeña,SER-0017,SER-0017-1,2,,2,,,,,,,,4
Sergio Osmeña,SER-0017,SER-0017-2,2,7,2,,,,,,,,3
Sergio Osmeña,SER-0017,SER-0017-3,1,3,2,,,,,,,,5
Sergio Osmeña,SER-0018,SER-0018-1,2,,2,,,,,,,,3
Sergio Osmeña,SER-0018,SER-0018-2,2,,1,159,384,486,05-2004,249,875,281,1
Sergio Osmeña,SER-0018,SER-0018-3,1,4,1,655,118,223,05-2015,352,242,494,1
Sergio Osmeña,SER-0018,SER-0018-4,2,5,1,673,162,287,03-2007,722,368,300,3
Sergio Osmeña,SER-0018,SER-0018-5,1,2,2,,,,,,,,4
Sergio Osmeña,SER-0018,SER-0018-6,1,5,2,,,,,,,,4
Sergio Osmeña,SER-0019,SER-0019-1,3,,1,695,321,501,04-2013,847,878,713,3
Sergio Osmeña,SER-0019,SER-0019-2,2,5,2,,,,,,,,2
Sergio Osmeña,SER-0020,SER-0020-1,2,6,1,913,646,386,01-2014,324,688,445,4
Sergio Osmeña,SER-0021,SER-0021-1,1,4,1,870,141,151,01-2021,962,546,232,2
Sergio Osmeña,SER-0021,SER-0021-2,1,3,1,796,174,555,09-2021,587,637,286,5
Sergio Osmeña,SER-0022,SER-0022-1,2,1,2,,,,,,,,4
Sergio Osmeña,SER-0022,SER-0022-2,3,1,1,363,229,339,06-2000,569,509,682,5
Sergio Osmeña,SER-0023,SER-0023-1,1,3,2,,,,,,,,2
Sergio Osmeña,SER-0023,SER-0023-2,1,6,2,,,,,,,,2
Sergio Osmeña,SER-0024,SER-0024-1,3,5,2,,,,,,,,1
Sergio Osmeña,SER-0025,SER-0025-1,1,3,1,931,952,209,10-2018,927,704,274,4
Sergio Osmeña,SER-0025,SER-0025-2,2,3,2,,,,,,,,1
Sergio Osmeña,SER-0025,SER-0025-3,3,4,1,960,757,319,05-2009,427,434,604,5
Sergio Osmeña,SER-0025,SER-0025-4,1,1,2,,,,,,,,4
Sergio Osmeña,SER-0026,SER-0026-1,2,7,1,246,946,316,02-2003,524,717,206,4
Sergio Osmeña,SER-0026,SER-0026-2,1,2,1,475,800,694,03-2002,888,903,519,1
Sergio Osmeña,SER-0026,SER-0026-3,1,1,2,,,,,,,,3
Sergio Osmeña,SER-0027,SER-0027-1,3,3,1,498,689,232,03-2013,663,553,390,4
Sergio Osmeña,SER-0027,SER-0027-2,3,7,2,,,,,,,,4
Sergio Osmeña,SER-0027,SER-0027-3,3,4,1,295,229,454,09-2022,549,543,402,2
Sergio Osmeña,SER-0028,SER-0028-1,2,,1,946,847,213,05-2004,656,243,974,2
Sergio Osmeña,SER-0028,SER-0028-2,1,6,2,,,,,,,,2
Sergio Osmeña,SER-0028,SER-0028-3,3,6,1,811,713,124,04-2007,855,556,250,2
Sergio Osmeña,SER-0028,SER-0028-4,3,5,2,,,,,,,,1
Sergio Osmeña,SER-0029,SER-0029-1,1,2,1,602,976,354,06-2001,355,112,258,4
Sergio Osmeña,SER-0029,SER-0029-2,1,,2,,,,,,,,2
Sergio Osmeña,SER-0029,SER-0029-3,1,4,1,876,193,120,07-2001,349,265,943,1
Sergio Osmeña,SER-0029,SER-0029-4,3,3,2,,,,,,,,1
Sergio Osmeña,SER-0029,SER-0029-5,1,3,1,351,969,618,03-2005,694,840,848,3
Sergio Osmeña,SER-0030,SER-0030-1,1,,1,691,587,300,06-2003,957,191,183,5
Sergio Osmeña,SER-0030,SER-0030-2,2,7,2,,,,,,,,4
Sergio Osmeña,SER-0030,SER-0030-3,3,7,2,,,,,,,,2
Sergio Osmeña,SER-0030,SER-0030-4,2,,1,310,653,871,02-2005,223,153,827,2
Sergio Osmeña,SER-0030,SER-0030-5,1,6,2,,,,,,,,3
Sergio Osmeña,SER-0030,SER-0030-6,3,,2,,,,,,,,4
Sergio Osmeña,SER-0031,SER-0031-1,1,,2,,,,,,,,2
Sergio Osmeña,SER-0031,SER-0031-2,1,5,2,,,,,,,,3
Sergio Osmeña,SER-0032,SER-0032-1,1,,1,666,386,914,05-2013,789,400,541,3
Sergio Osmeña,SER-0032,SER-0032-2,1,4,2,,,,,,,,1
Sergio Osmeña,SER-0032,SER-0032-3,2,,2,,,,,,,,3
Sergio Osmeña,SER-0032,SER-0032-4,3,4,1,141,437,833,05-2016,187,784,353,2
Sergio Osmeña,SER-0033,SER-0033-1,2,6,1,261,109,949,09-2013,579,244,546,4
Sergio Osmeña,SER-0033,SER-0033-2,1,,1,270,846,197,05-2011,205,340,407,3
Sergio Osmeña,SER-0033,SER-0033-3,3,2,1,157,893,919,08-2024,660,278,430,5
Sergio Osmeña,SER-0033,SER-0033-4,2,2,2,,,,,,,,1
Sergio Osmeña,SER-0033,SER-0033-5,1,5,2,,,,,,,,5
Sergio Osmeña,SER-0034,SER-0034-1,3,2,1,212,364,274,07-2021,125,774,290,4
Sergio Osmeña,SER-0034,SER-0034-2,1,4,1,285,580,946,04-2021,465,744,682,1
Sergio Osmeña,SER-0035,SER-0035-1,1,,1,361,420,827,05-2010,307,703,646,1
Sergio Osmeña,SER-0035,SER-0035-2,3,6,1,628,769,602,05-2005,559,551,158,2
Sergio Osmeña,SER-0035,SER-0035-3,2,3,1,326,877,543,02-2023,902,442,166,1
Sergio Osmeña,SER-0035,SER-0035-4,3,7,2,,,,,,,,4
Sergio Osmeña,SER-0036,SER-0036-1,3,1,1,875,119,822,02-2001,145,310,328,1
Sergio Osmeña,SER-0036,SER-0036-2,2,5,2,,,,,,,,5
Sergio Osmeña,SER-0036,SER-0036-3,2,,2,,,,,,,,4
Sergio Osmeña,SER-0036,SER-0036-4,2,,1,690,561,247,08-2005,631,176,853,4
Sergio Osmeña,SER-0037,SER-0037-1,3,2,2,,,,,,,,5
Sergio Osmeña,SER-0037,SER-0037-2,2,1,2,,,,,,,,3
Sergio Osmeña,SER-0037,SER-0037-3,3,5,1,317,318,798,12-2008,292,302,946,3
Sergio Osmeña,SER-0037,SER-0037-4,3,7,2,,,,,,,,3
Sergio Osmeña,SER-0037,SER-0037-5,3,,2,,,,,,,,3
Sergio Osmeña,SER-0038,SER-0038-1,3,6,2,,,,,,,,2
Sergio Osmeña,SER-0038,SER-0038-2,3,1,1,581,114,424,03-2014,407,798,401,3
Sergio Osmeña,SER-0038,SER-0038-3,1,,2,,,,,,,,5
