barangay,household_id,member_id,attended_school,school_attending,current_grade_year,reason_not_attending,tvet_graduate,tvet_student,skills_training
Pundaguitan,PUN-0020,PUN-0020-5,1,3,30400203,,1,1,
Pundaguitan,PUN-0021,PUN-0021-1,,,,,,,
Pundaguitan,PUN-0022,PUN-0022-1,2,1,30400108,09,1,2,
Pundaguitan,PUN-0022,PUN-0022-2,1,3,21400301,,2,2,
Pundaguitan,PUN-0022,PUN-0022-3,2,3,21400105,99,1,1,
Pundaguitan,PUN-0023,PUN-0023-1,,,,,,,
Pundaguitan,PUN-0023,PUN-0023-2,1,2,21400201,,1,1,
Pundaguitan,PUN-0023,PUN-0023-3,2,3,30500010,05,1,1,
Pundaguitan,PUN-0023,PUN-0023-4,2,3,50000002,02,1,1,
Pundaguitan,PUN-0024,PUN-0024-1,1,2,30400207,,2,2,
Pundaguitan,PUN-0024,PUN-0024-2,2,2,50000001,06,1,2,
Pundaguitan,PUN-0024,PUN-0024-3,,,,,,,
Pundaguitan,PUN-0025,PUN-0025-1,1,3,20400103,,,,
Pundaguitan,PUN-0025,PUN-0025-2,2,1,30400303,18,2,2,
Pundaguitan,PUN-0025,PUN-0025-3,1,1,30400203,,1,2,
Pundaguitan,PUN-0025,PUN-0025-4,2,2,50000002,06,1,1,
Pundaguitan,PUN-0025,PUN-0025-5,1,1,60000003,,1,2,
Pundaguitan,PUN-0026,PUN-0026-1,2,2,11000105,99,1,1,
Pundaguitan,PUN-0026,PUN-0026-2,1,1,11000103,,1,1,
Pundaguitan,PUN-0026,PUN-0026-3,1,1,30400207,,1,1,
Pundaguitan,PUN-0026,PUN-0026-4,1,2,10000107,,2,2,
Pundaguitan,PUN-0027,PUN-0027-1,2,3,30400205,18,2,1,
Pundaguitan,PUN-0028,PUN-0028-1,2,2,30400207,16,2,2,
Pundaguitan,PUN-0028,PUN-0028-2,1,3,70000010,,1,1,
Pundaguitan,PUN-0028,PUN-0028-3,2,2,40000001,17,2,2,
Pundaguitan,PUN-0028,PUN-0028-4,2,1,40000003,17,,,
Pundaguitan,PUN-0028,PUN-0028-5,2,3,30500008,12,2,1,
Pundaguitan,PUN-0028,PUN-0028-6,2,3,21400101,08,2,1,
Pundaguitan,PUN-0029,PUN-0029-1,1,2,01000000,,2,2,Boat Operation
Pundaguitan,PUN-0029,PUN-0029-2,1,1,11000103,,2,2,
Pundaguitan,PUN-0030,PUN-0030-1,1,2,21400103,,1,2,
Pundaguitan,PUN-0030,PUN-0030-2,2,3,30400106,02,2,2,Net Making
Pundaguitan,PUN-0030,PUN-0030-3,2,1,30400207,05,1,2,
Pundaguitan,PUN-0030,PUN-0030-4,2,1,40000002,12,2,2,
Pundaguitan,PUN-0030,PUN-0030-5,2,2,10000108,01,2,2,
Pundaguitan,PUN-0030,PUN-0030-6,1,2,21400301,,2,2,
Pundaguitan,PUN-0031,PUN-0031-1,1,1,30500007,,2,1,
Pundaguitan,PUN-0031,PUN-0031-2,2,1,60000002,14,1,1,
Pundaguitan,PUN-0031,PUN-0031-3,2,1,10000106,99,2,1,
Pundaguitan,PUN-0031,PUN-0031-4,2,2,20400102,14,1,2,
Pundaguitan,PUN-0031,PUN-0031-5,2,3,50000002,04,1,1,
Pundaguitan,PUN-0032,PUN-0032-1,2,2,80000010,01,1,2,
Pundaguitan,PUN-0032,PUN-0032-2,2,3,60000005,13,2,2,Dressmaking
Pundaguitan,PUN-0032,PUN-0032-3,1,2,30500011,,2,1,
Pundaguitan,PUN-0032,PUN-0032-4,2,1,11000202,13,2,1,
Pundaguitan,PUN-0032,PUN-0032-5,,,,,,,
Pundaguitan,PUN-0033,PUN-0033-1,,,,,,,
Pundaguitan,PUN-0033,PUN-0033-2,2,1,50000001,99,2,1,
Pundaguitan,PUN-0034,PUN-0034-1,2,1,30400204,02,2,1,
Pundaguitan,PUN-0034,PUN-0034-2,1,2,40000003,,2,1,
Pundaguitan,PUN-0034,PUN-0034-3,2,3,10000107,18,,,
Pundaguitan,PUN-0034,PUN-0034-4,1,3,21400105,,1,2,
Pundaguitan,PUN-0035,PUN-0035-1,2,3,30500008,15,2,1,Dressmaking
Pundaguitan,PUN-0036,PUN-0036-1,1,1,30400110,,2,1,
Pundaguitan,PUN-0036,PUN-0036-2,1,3,02100000,,,,
Pundaguitan,PUN-0036,PUN-0036-3,1,1,40000003,,,,
Pundaguitan,PUN-0036,PUN-0036-4,,,,,,,
Pundaguitan,PUN-0036,PUN-0036-5,,,,,,,
Pundaguitan,PUN-0036,PUN-0036-6,2,3,60000006,02,2,2,
Pundaguitan,PUN-0037,PUN-0037-1,2,3,30500007,17,1,2,Mining Safety
Pundaguitan,PUN-0037,PUN-0037-2,2,1,60000005,12,2,2,
Pundaguitan,PUN-0037,PUN-0037-3,2,1,20400101,03,,,
Pundaguitan,PUN-0038,PUN-0038-1,2,1,60000003,03,2,2,
Pundaguitan,PUN-0038,PUN-0038-2,2,3,60000002,13,1,2,
Pundaguitan,PUN-0038,PUN-0038-3,2,2,30400303,09,1,2,
Pundaguitan,PUN-0038,PUN-0038-4,1,1,21400105,,1,1,
Pundaguitan,PUN-0038,PUN-0038-5,2,1,11000202,08,1,1,
Pundaguitan,PUN-0039,PUN-0039-1,1,3,10000104,,2,2,
Pundaguitan,PUN-0039,PUN-0039-2,1,1,60000004,,2,2,
Pundaguitan,PUN-0040,PUN-0040-1,1,2,10000104,,2,2,
Pundaguitan,PUN-0040,PUN-0040-2,1,1,40000003,,1,1,
Pundaguitan,PUN-0040,PUN-0040-3,2,3,30400110,10,1,1,
Pundaguitan,PUN-0040,PUN-0040-4,1,1,10000106,,2,2,Plumbing
Pundaguitan,PUN-0040,PUN-0040-5,1,3,50000002,,1,1,Net Making
Pundaguitan,PUN-0040,PUN-0040-6,2,2,02000000,08,,,
Pundaguitan,PUN-0041,PUN-0041-1,1,2,30400206,,1,2,
Pundaguitan,PUN-0041,PUN-0041-2,2,3,10000105,14,2,2,
Pundaguitan,PUN-0041,PUN-0041-3,2,3,11000102,10,1,1,
Pundaguitan,PUN-0041,PUN-0041-4,2,2,11000302,08,2,2,
Pundaguitan,PUN-0042,PUN-0042-1,1,2,20400102,,1,2,
Pundaguitan,PUN-0042,PUN-0042-2,2,3,30400108,03,1,1,
Pundaguitan,PUN-0042,PUN-0042-3,1,1,10000108,,1,2,
Pundaguitan,PUN-0043,PUN-0043-1,1,3,50000003,,2,1,HVAC Servicing
Pundaguitan,PUN-0043,PUN-0043-2,2,2,10000103,02,2,2,Rice Farming
Pundaguitan,PUN-0043,PUN-0043-3,2,1,50000001,09,,,
Pundaguitan,PUN-0043,PUN-0043-4,1,3,40000001,,2,2,
Pundaguitan,PUN-0043,PUN-0043-5,,,,,,,
Pundaguitan,PUN-0043,PUN-0043-6,1,3,10000104,,2,1,
Pundaguitan,PUN-0044,PUN-0044-1,1,3,30400204,,,,
Pundaguitan,PUN-0044,PUN-0044-2,2,3,10000104,09,1,2,
Pundaguitan,PUN-0044,PUN-0044-3,2,2,30400204,04,,,
Pundaguitan,PUN-0044,PUN-0044-4,,,,,,,
Pundaguitan,PUN-0044,PUN-0044-5,2,1,30500010,99,1,1,
Pundaguitan,PUN-0045,PUN-0045-1,2,1,30400201,07,1,1,Plumbing
Pundaguitan,PUN-0045,PUN-0045-2,1,3,60000002,,1,2,
Pundaguitan,PUN-0045,PUN-0045-3,1,1,30500007,,1,2,
Pundaguitan,PUN-0045,PUN-0045-4,1,1,30400204,,1,2,Boat Operation
Pundaguitan,PUN-0046,PUN-0046-1,1,2,21400202,,2,2,
Pundaguitan,PUN-0046,PUN-0046-2,2,3,60000006,11,1,1,Masonry
Pundaguitan,PUN-0046,PUN-0046-3,2,1,30500006,15,2,2,
Pundaguitan,PUN-0046,PUN-0046-4,2,3,21400105,99,,,
Pundaguitan,PUN-0047,PUN-0047-1,2,1,30400108,07,1,2,
Pundaguitan,PUN-0047,PUN-0047-2,1,1,30400108,,,,
Pundaguitan,PUN-0047,PUN-0047-3,2,3,11000301,09,,,
Pundaguitan,PUN-0047,PUN-0047-4,2,2,21400101,09,1,1,
Pundaguitan,PUN-0048,PUN-0048-1,2,1,10000103,10,1,1,
Pundaguitan,PUN-0048,PUN-0048-2,2,2,21400103,07,2,2,
Pundaguitan,PUN-0048,PUN-0048-3,1,3,10000101,,1,1,
Pundaguitan,PUN-0048,PUN-0048-4,2,3,11000301,17,2,2,
Pundaguitan,PUN-0048,PUN-0048-5,2,2,60000002,06,1,2,
Pundaguitan,PUN-0049,PUN-0049-1,2,2,10000101,15,1,1,Fish Processing
Pundaguitan,PUN-0049,PUN-0049-2,1,1,10000107,,1,1,
Pundaguitan,PUN-0049,PUN-0049-3,1,1,20400103,,1,2,
Pundaguitan,PUN-0049,PUN-0049-4,2,2,50000003,08,1,2,
Pundaguitan,PUN-0049,PUN-0049-5,,,,,,,
Pundaguitan,PUN-0049,PUN-0049-6,2,3,50000003,01,,,
Pundaguitan,PUN-0050,PUN-0050-1,2,1,20400105,17,1,2,
Pundaguitan,PUN-0050,PUN-0050-2,1,2,21400201,,1,1,
Pundaguitan,PUN-0050,PUN-0050-3,1,1,02100000,,1,1,
Pundaguitan,PUN-0050,PUN-0050-4,2,2,30400205,08,1,2,
Pundaguitan,PUN-0050,PUN-0050-5,2,2,30400111,18,,,
Pundaguitan,PUN-0050,PUN-0050-6,2,1,30400208,08,1,1,
Pundaguitan,PUN-0051,PUN-0051-1,2,3,30500006,03,2,1,
Pundaguitan,PUN-0051,PUN-0051-2,1,1,01000000,,1,2,
Pundaguitan,PUN-0051,PUN-0051-3,2,2,30400108,18,1,1,
Pundaguitan,PUN-0052,PUN-0052-1,1,1,30400204,,2,1,
Pundaguitan,PUN-0052,PUN-0052-2,1,3,21400301,,1,1,
Pundaguitan,PUN-0052,PUN-0052-3,2,1,01000000,03,1,2,
Pundaguitan,PUN-0052,PUN-0052-4,1,1,30400207,,2,1,
Pundaguitan,PUN-0053,PUN-0053-1,1,2,11000105,,2,1,
Pundaguitan,PUN-0053,PUN-0053-2,1,2,30400201,,,,
Pundaguitan,PUN-0053,PUN-0053-3,,,,,,,
Pundaguitan,PUN-0053,PUN-0053-4,1,3,30400206,,1,1,
Pundaguitan,PUN-0053,PUN-0053-5,2,2,11000102,17,,,
Pundaguitan,PUN-0053,PUN-0053-6,2,1,00000000,10,,,
Pundaguitan,PUN-0054,PUN-0054-1,1,1,60000005,,1,1,Carpentry
Sergio Osmeña,SER-0001,SER-0001-1,2,2,50000001,05,2,2,
Sergio Osmeña,SER-0001,SER-0001-2,,,,,,,
Sergio Osmeña,SER-0001,SER-0001-3,1,3,11000201,,,,
Sergio Osmeña,SER-0001,SER-0001-4,2,2,00000000,09,2,1,
Sergio Osmeña,SER-0001,SER-0001-5,1,2,20400102,,1,2,
Sergio Osmeña,SER-0002,SER-0002-1,1,1,20400105,,,,
Sergio Osmeña,SER-0002,SER-0002-2,2,1,30400207,07,,,
Sergio Osmeña,SER-0002,SER-0002-3,1,1,11000201,,2,2,
Sergio Osmeña,SER-0003,SER-0003-1,2,1,10000104,16,,,
Sergio Osmeña,SER-0004,SER-0004-1,1,3,60000002,,,,
Sergio Osmeña,SER-0004,SER-0004-2,1,2,60000001,,,,
Sergio Osmeña,SER-0004,SER-0004-3,1,2,11000102,,1,2,
Sergio Osmeña,SER-0005,SER-0005-1,2,1,10000108,10,2,1,Mining Safety
Sergio Osmeña,SER-0005,SER-0005-2,,,,,,,
Sergio Osmeña,SER-0005,SER-0005-3,1,3,21400203,,2,1,
Sergio Osmeña,SER-0005,SER-0005-4,1,3,40000002,,2,2,
Sergio Osmeña,SER-0005,SER-0005-5,2,3,01000000,99,2,1,
Sergio Osmeña,SER-0006,SER-0006-1,1,1,21400101,,1,1,Welding
Sergio Osmeña,SER-0006,SER-0006-2,2,2,10000101,07,1,1,Heavy Equipment Operation
Sergio Osmeña,SER-0007,SER-0007-1,,,,,,,
Sergio Osmeña,SER-0007,SER-0007-2,1,1,20400103,,,,
Sergio Osmeña,SER-0008,SER-0008-1,1,2,11000202,,1,2,
Sergio Osmeña,SER-0008,SER-0008-2,1,3,50000003,,1,1,
Sergio Osmeña,SER-0008,SER-0008-3,1,1,21400202,,,,
Sergio Osmeña,SER-0008,SER-0008-4,1,2,30400207,,2,1,
Sergio Osmeña,SER-0008,SER-0008-5,2,3,10000104,17,,,
Sergio Osmeña,SER-0008,SER-0008-6,1,2,11000101,,1,1,
Sergio Osmeña,SER-0009,SER-0009-1,,,,,,,
Sergio Osmeña,SER-0009,SER-0009-2,1,3,50000003,,2,1,
Sergio Osmeña,SER-0009,SER-0009-3,1,1,21400201,,,,
Sergio Osmeña,SER-0009,SER-0009-4,2,3,70000010,13,,,
Sergio Osmeña,SER-0009,SER-0009-5,1,1,10000106,,1,2,
Sergio Osmeña,SER-0010,SER-0010-1,,,,,,,
Sergio Osmeña,SER-0010,SER-0010-2,1,2,30500010,,,,
Sergio Osmeña,SER-0010,SER-0010-3,1,1,11000301,,2,1,
Sergio Osmeña,SER-0010,SER-0010-4,1,2,11000104,,1,2,
Sergio Osmeña,SER-0010,SER-0010-5,1,3,40000001,,,,
Sergio Osmeña,SER-0010,SER-0010-6,,,,,,,
Sergio Osmeña,SER-0011,SER-0011-1,2,3,30400303,18,2,1,
Sergio Osmeña,SER-0011,SER-0011-2,2,2,21400101,04,1,2,
Sergio Osmeña,SER-0011,SER-0011-3,1,1,02000000,,1,2,Food Processing
Sergio Osmeña,SER-0011,SER-0011-4,1,2,30400208,,1,1,
Sergio Osmeña,SER-0011,SER-0011-5,1,2,60000006,,1,1,
Sergio Osmeña,SER-0012,SER-0012-1,2,2,10000103,10,,,
Sergio Osmeña,SER-0012,SER-0012-2,1,2,21400103,,,,
Sergio Osmeña,SER-0012,SER-0012-3,2,3,21400105,17,2,2,
Sergio Osmeña,SER-0012,SER-0012-4,2,1,60000005,04,,,
Sergio Osmeña,SER-0013,SER-0013-1,2,1,30400109,13,1,1,
Sergio Osmeña,SER-0013,SER-0013-2,1,3,60000001,,2,2,
Sergio Osmeña,SER-0014,SER-0014-1,1,1,02100000,,,,
Sergio Osmeña,SER-0015,SER-0015-1,2,3,60000006,12,,,
Sergio Osmeña,SER-0015,SER-0015-2,1,3,60000002,,1,2,
Sergio Osmeña,SER-0015,SER-0015-3,2,1,30400303,12,1,2,Computer Literacy
Sergio Osmeña,SER-0016,SER-0016-1,2,1,30400109,17,1,1,HVAC Servicing
Sergio Osmeña,SER-0017,SER-0017-1,1,1,21400302,,2,1,
Sergio Osmeña,SER-0017,SER-0017-2,1,3,21400103,,1,2,
Sergio Osmeña,SER-0017,SER-0017-3,,,,,,,
Sergio Osmeña,SER-0017,SER-0017-4,2,3,02100000,02,1,2,
Sergio Osmeña,SER-0017,SER-0017-5,1,1,10000107,,,,
Sergio Osmeña,SER-0018,SER-0018-1,2,2,30400107,99,2,2,Electrical Installation
Sergio Osmeña,SER-0019,SER-0019-1,1,3,30400109,,1,1,
Sergio Osmeña,SER-0019,SER-0019-2,2,1,40000002,12,1,1,
Sergio Osmeña,SER-0020,SER-0020-1,1,1,21400102,,1,1,Cookery
Sergio Osmeña,SER-0020,SER-0020-2,1,1,21400105,,2,2,
Sergio Osmeña,SER-0020,SER-0020-3,2,2,21400302,01,1,2,
Sergio Osmeña,SER-0020,SER-0020-4,1,2,30500007,,2,1,
Sergio Osmeña,SER-0020,SER-0020-5,2,1,30500011,09,,,
Sergio Osmeña,SER-0021,SER-0021-1,1,2,00000000,,,,
Sergio Osmeña,SER-0021,SER-0021-2,2,3,11000104,02,2,1,Livestock Raising
Sergio Osmeña,SER-0021,SER-0021-3,,,,,,,
Sergio Osmeña,SER-0021,SER-0021-4,2,3,11000302,09,1,1,Dressmaking
Sergio Osmeña,SER-0022,SER-0022-1,1,3,02000000,,1,1,
Sergio Osmeña,SER-0022,SER-0022-2,2,1,21400203,18,2,1,
Sergio Osmeña,SER-0022,SER-0022-3,1,1,30400108,,,,
Sergio Osmeña,SER-0022,SER-0022-4,1,3,30400109,,2,2,
Sergio Osmeña,SER-0023,SER-0023-1,1,3,60000003,,2,2,
Sergio Osmeña,SER-0023,SER-0023-2,2,1,30500011,08,,,
Sergio Osmeña,SER-0023,SER-0023-3,2,3,80000010,07,2,2,
Sergio Osmeña,SER-0023,SER-0023-4,1,1,30500009,,2,1,
Sergio Osmeña,SER-0023,SER-0023-5,1,3,10000107,,2,2,
Sergio Osmeña,SER-0023,SER-0023-6,2,3,10000103,10,1,1,
Sergio Osmeña,SER-0024,SER-0024-1,,,,,,,
Sergio Osmeña,SER-0024,SER-0024-2,,,,,,,
Sergio Osmeña,SER-0024,SER-0024-3,,,,,,,
Sergio Osmeña,SER-0025,SER-0025-1,1,1,30400208,,1,2,
Sergio Osmeña,SER-0025,SER-0025-2,2,3,10000104,11,1,1,
Sergio Osmeña,SER-0025,SER-0025-3,1,3,21400203,,2,2,
Sergio Osmeña,SER-0025,SER-0025-4,1,3,60000006,,1,2,
Sergio Osmeña,SER-0025,SER-0025-5,2,3,30500007,01,,,
Sergio Osmeña,SER-0025,SER-0025-6,1,2,30400106,,2,2,
Sergio Osmeña,SER-0026,SER-0026-1,,,,,,,
Sergio Osmeña,SER-0026,SER-0026-2,2,1,30500007,04,,,
Sergio Osmeña,SER-0026,SER-0026-3,2,3,50000002,12,1,2,
Sergio Osmeña,SER-0026,SER-0026-4,1,3,30400110,,2,2,
Sergio Osmeña,SER-0026,SER-0026-5,2,1,50000002,15,2,1,
Sergio Osmeña,SER-0027,SER-0027-1,2,3,50000003,17,,,
Sergio Osmeña,SER-0027,SER-0027-2,1,2,10000107,,1,1,
Sergio Osmeña,SER-0027,SER-0027-3,1,3,30400106,,2,2,
Sergio Osmeña,SER-0027,SER-0027-4,1,3,40000001,,2,2,Boat Operation
Sergio Osmeña,SER-0027,SER-0027-5,2,3,30500011,05,1,1,
Sergio Osmeña,SER-0028,SER-0028-1,1,3,10000107,,2,1,
Sergio Osmeña,SER-0028,SER-0028-2,2,1,30400303,12,2,2,
Sergio Osmeña,SER-0028,SER-0028-3,2,2,30500008,12,1,2,
Sergio Osmeña,SER-0028,SER-0028-4,1,3,30400110,,2,1,
Sergio Osmeña,SER-0028,SER-0028-5,1,3,10000106,,1,2,Coconut Processing
Sergio Osmeña,SER-0029,SER-0029-1,1,1,11000102,,1,1,
Sergio Osmeña,SER-0029,SER-0029-2,1,2,11000102,,1,2,
Sergio Osmeña,SER-0029,SER-0029-3,1,3,21400201,,,,
Sergio Osmeña,SER-0029,SER-0029-4,1,2,10000102,,1,1,
Sergio Osmeña,SER-0029,SER-0029-5,1,3,60000003,,2,1,
Sergio Osmeña,SER-0029,SER-0029-6,2,2,50000001,05,1,1,
Sergio Osmeña,SER-0030,SER-0030-1,1,1,11000302,,,,
Sergio Osmeña,SER-0030,SER-0030-2,2,1,40000001,02,,,
Sergio Osmeña,SER-0030,SER-0030-3,2,1,21400302,08,,,
Sergio Osmeña,SER-0030,SER-0030-4,2,3,20400105,04,1,2,
Sergio Osmeña,SER-0030,SER-0030-5,1,3,40000002,,2,2,
Sergio Osmeña,SER-0030,SER-0030-6,2,1,21400201,03,1,2,
Sergio Osmeña,SER-0031,SER-0031-1,2,2,10000108,13,2,2,
Sergio Osmeña,SER-0031,SER-0031-2,1,1,30500010,,1,1,
Sergio Osmeña,SER-0032,SER-0032-1,1,2,11000104,,,,
Sergio Osmeña,SER-0033,SER-0033-1,2,2,60000001,07,2,1,
Sergio Osmeña,SER-0033,SER-0033-2,2,1,21400201,09,,,
Sergio Osmeña,SER-0034,SER-0034-1,2,2,20400102,06,1,1,Baking
Sergio Osmeña,SER-0035,SER-0035-1,1,2,11000101,,,,
Sergio Osmeña,SER-0035,SER-0035-2,2,1,11000302,12,,,
Sergio Osmeña,SER-0035,SER-0035-3,1,2,02000000,,1,1,
Sergio Osmeña,SER-0035,SER-0035-4,2,2,10000103,05,,,
Sergio Osmeña,SER-0036,SER-0036-1,1,1,80000010,,1,1,
Sergio Osmeña,SER-0036,SER-0036-2,1,3,20400101,,2,2,
Sergio Osmeña,SER-0036,SER-0036-3,1,2,30400207,,2,1,
Sergio Osmeña,SER-0036,SER-0036-4,2,1,50000001,10,2,2,
Sergio Osmeña,SER-0036,SER-0036-5,2,2,11000302,18,,,
Sergio Osmeña,SER-0037,SER-0037-1,1,2,30400201,,2,2,Automotive Servicing
Sergio Osmeña,SER-0037,SER-0037-2,2,2,11000203,06,2,1,Driving
Sergio Osmeña,SER-0037,SER-0037-3,1,1,70000010,,1,1,Automotive Servicing
Sergio Osmeña,SER-0037,SER-0037-4,1,2,30400109,,,,
Sergio Osmeña,SER-0037,SER-0037-5,2,3,30400203,99,,,
Sergio Osmeña,SER-0038,SER-0038-1,1,3,02100000,,,,
Sergio Osmeña,SER-0038,SER-0038-2,2,3,21400102,11,1,2,
Sergio Osmeña,SER-0039,SER-0039-1,2,2,20400105,06,2,1,
Sergio Osmeña,SER-0040,SER-0040-1,2,3,21400202,18,2,2,
Sergio Osmeña,SER-0040,SER-0040-2,2,3,60000003,14,1,2,
Sergio Osmeña,SER-0040,SER-0040-3,2,1,20400102,03,2,2,
Sergio Osmeña,SER-0040,SER-0040-4,1,2,11000202,,,,
Sergio Osmeña,SER-0040,SER-0040-5,1,2,10000102,,2,2,
Sergio Osmeña,SER-0040,SER-0040-6,1,2,21400102,,2,2,
Sergio Osmeña,SER-0041,SER-0041-1,2,3,30400108,17,1,2,
Sergio Osmeña,SER-0041,SER-0041-2,1,1,60000001,,,,
Sergio Osmeña,SER-0041,SER-0041-3,1,3,30400201,,1,1,
Sergio Osmeña,SER-0041,SER-0041-4,1,1,11000302,,,,
Sergio Osmeña,SER-0041,SER-0041-5,1,2,10000102,,1,2,
Sergio Osmeña,SER-0041,SER-0041-6,1,3,10000106,,2,1,
Sergio Osmeña,SER-0042,SER-0042-1,,,,,,,
Sergio Osmeña,SER-0042,SER-0042-2,2,1,30400301,17,,,
Sergio Osmeña,SER-0042,SER-0042-3,2,2,30400203,03,2,2,
Sergio Osmeña,SER-0042,SER-0042-4,1,1,10000101,,2,2,
Sergio Osmeña,SER-0042,SER-0042-5,2,3,30400111,02,,,
Sergio Osmeña,SER-0042,SER-0042-6,2,2,10000105,06,,,
Sergio Osmeña,SER-0043,SER-0043-1,1,1,30400203,,2,2,
Surop,SUR-0001,SUR-0001-1,1,1,11000103,,2,1,
Surop,SUR-0001,SUR-0001-2,1,3,30400207,,1,2,
Surop,SUR-0001,SUR-0001-3,2,1,21400302,01,1,2,
Surop,SUR-0001,SUR-0001-4,2,1,21400103,09,,,
Surop,SUR-0001,SUR-0001-5,1,3,10000108,,1,1,
Surop,SUR-0002,SUR-0002-1,2,1,21400105,16,2,1,
Surop,SUR-0002,SUR-0002-2,2,3,30400109,05,2,2,
Surop,SUR-0002,SUR-0002-3,,,,,,,
Surop,SUR-0002,SUR-0002-4,2,2,30400303,18,1,2,
Surop,SUR-0002,SUR-0002-5,1,3,50000003,,,,
Surop,SUR-0003,SUR-0003-1,1,3,11000202,,2,2,
Surop,SUR-0003,SUR-0003-2,1,1,11000101,,,,
Surop,SUR-0003,SUR-0003-3,1,1,02100000,,1,1,
Surop,SUR-0004,SUR-0004-1,2,3,11000105,01,2,2,
Surop,SUR-0004,SUR-0004-2,2,3,20400103,18,,,
Surop,SUR-0005,SUR-0005-1,2,1,10000107,14,,,
Surop,SUR-0005,SUR-0005-2,1,1,30500010,,2,2,
Surop,SUR-0006,SUR-0006-1,2,1,60000003,13,1,2,
Surop,SUR-0006,SUR-0006-2,1,1,30400108,,1,2,Barista Training
Surop,SUR-0006,SUR-0006-3,1,3,10000108,,,,
Surop,SUR-0006,SUR-0006-4,2,3,10000107,03,1,2,
Surop,SUR-0006,SUR-0006-5,1,2,11000201,,,,
Surop,SUR-0006,SUR-0006-6,1,2,30400201,,1,2,
Surop,SUR-0007,SUR-0007-1,2,2,70000010,99,1,2,
Surop,SUR-0007,SUR-0007-2,2,1,30400106,15,2,2,
Surop,SUR-0007,SUR-0007-3,1,1,11000202,,2,1,
Surop,SUR-0007,SUR-0007-4,2,2,50000003,02,1,1,
Surop,SUR-0008,SUR-0008-1,1,1,60000004,,1,2,
Surop,SUR-0008,SUR-0008-2,2,1,30400108,02,2,1,
Surop,SUR-0008,SUR-0008-3,2,2,10000104,18,2,1,
Surop,SUR-0008,SUR-0008-4,1,2,30400207,,2,2,Driving
Surop,SUR-0008,SUR-0008-5,1,2,01000000,,1,1,
Surop,SUR-0009,SUR-0009-1,2,3,40000002,07,1,1,
Surop,SUR-0009,SUR-0009-2,1,1,11000302,,2,1,
Surop,SUR-0009,SUR-0009-3,1,2,10000106,,,,
Surop,SUR-0009,SUR-0009-4,1,2,20400103,,1,2,
Surop,SUR-0009,SUR-0009-5,2,1,60000005,04,,,
Surop,SUR-0010,SUR-0010-1,2,1,30400106,07,2,2,
Surop,SUR-0010,SUR-0010-2,2,3,11000102,17,,,
Surop,SUR-0010,SUR-0010-3,2,3,11000104,17,1,1,
Surop,SUR-0010,SUR-0010-4,1,3,21400101,,1,1,
Surop,SUR-0010,SUR-0010-5,1,1,20400103,,,,
Surop,SUR-0011,SUR-0011-1,2,3,30400206,99,2,2,
Surop,SUR-0012,SUR-0012-1,,,,,,,
Surop,SUR-0012,SUR-0012-2,1,2,30400205,,,,
Surop,SUR-0012,SUR-0012-3,1,3,60000001,,2,1,
Surop,SUR-0012,SUR-0012-4,1,3,11000108,,2,2,
Surop,SUR-0013,SUR-0013-1,2,2,21400302,10,1,2,
Surop,SUR-0013,SUR-0013-2,2,2,21400101,09,1,1,
Surop,SUR-0013,SUR-0013-3,1,3,21400105,,2,2,
Surop,SUR-0014,SUR-0014-1,1,3,30400107,,2,2,Net Making
Surop,SUR-0014,SUR-0014-2,2,1,30400109,04,,,
Surop,SUR-0014,SUR-0014-3,1,2,11000104,,2,2,
Surop,SUR-0015,SUR-0015-1,,,,,,,
Surop,SUR-0015,SUR-0015-2,2,2,11000108,01,,,
Surop,SUR-0016,SUR-0016-1,2,3,02100000,04,,,
Surop,SUR-0016,SUR-0016-2,1,3,30500010,,,,
Surop,SUR-0017,SUR-0017-1,1,1,20400105,,,,
Surop,SUR-0017,SUR-0017-2,1,1,01000000,,2,2,
Surop,SUR-0017,SUR-0017-3,1,2,60000003,,,,
Surop,SUR-0017,SUR-0017-4,2,1,30400207,07,1,1,
Surop,SUR-0018,SUR-0018-1,1,3,20400101,,,,
Surop,SUR-0019,SUR-0019-1,2,2,40000001,99,2,1,
Surop,SUR-0019,SUR-0019-2,1,2,10000108,,2,1,
Surop,SUR-0019,SUR-0019-3,,,,,,,
Surop,SUR-0019,SUR-0019-4,1,2,60000003,,,,
Surop,SUR-0019,SUR-0019-5,1,2,11000102,,1,1,
Surop,SUR-0020,SUR-0020-1,1,2,30500006,,1,2,Masonry
Surop,SUR-0020,SUR-0020-2,2,2,40000003,10,,,
Surop,SUR-0020,SUR-0020-3,2,3,30400110,08,1,2,
Surop,SUR-0021,SUR-0021-1,,,,,,,
Surop,SUR-0021,SUR-0021-2,2,1,01000000,12,1,1,
Surop,SUR-0021,SUR-0021-3,2,3,40000002,01,2,2,
Surop,SUR-0022,SUR-0022-1,1,3,11000102,,1,1,Electronics Repair
Surop,SUR-0022,SUR-0022-2,2,2,00000000,99,1,1,
Surop,SUR-0022,SUR-0022-3,2,2,11000105,05,2,2,Vegetable Growing
Surop,SUR-0022,SUR-0022-4,2,1,30400208,08,1,2,
Surop,SUR-0022,SUR-0022-5,2,3,70000010,14,1,1,
Surop,SUR-0022,SUR-0022-6,2,1,30400207,08,1,1,
Surop,SUR-0023,SUR-0023-1,1,2,11000108,,,,
